"ID";Aadress;Täisaadress;Objekti liik;Tase1 kood;Tase1 nimetus;Tase2 kood;Tase2 nimetus;Tase3 kood;Tase3 nimetus;Tase4 kood;Tase4 nimetus;Tase5 kood;Tase5 nimetus;Tase6 kood;Tase6 nimetus;Tase7 kood;Tase7 nimetus;Tase8 kood;Tase8 nimetus;Koodaadress;ADR ID;L-Est X;L-Est Y;N;E;N (dms);E (dms)
2066285;Päkamäe tee 16 Rosma Põlva vald Põlvamaa;"Põlva maakond, Põlva vald, Rosma küla, Päkamäe tee 16";3;64;Põlva maakond;622;Põlva vald;7098;Rosma küla;;;0MOT;Päkamäe tee;;;7LPQ;16;;;64622709800000MOT00007LPQ00000000;3188174;6437279;681543;58,03935;27,07456;"58°2'21.66""";"27°4'28.41"""
2066307;Koidula Türi Türi vald Järvamaa;"Järva maakond, Türi vald, Türi linn, Koidula tn 1";3;52;Järva maakond;834;Türi vald;8594;Türi linn;;;0UHD;Koidula tn;;;CHZL;1;;;52834859400000UHD0000CHZL00000000;3527596;6519271;583120;58,80486;25,43826;"58°48'17.50""";"25°26'17.74"""
2066328;Jaani-Mursi talu Tänassilma Viljandi vald Viljandimaa;"Viljandi maakond, Viljandi vald";1;84;Viljandi maakond;899;Viljandi vald;;;;;;;;;;;;;848990000000000000000000000000000;3133019;6462576;602257;58,29191;25,74376;"58°17'30.87""";"25°44'37.55"""
2066335;Uueveski tee Viljandi Viljandimaa;"Viljandi maakond, Viljandi linn, Uueveski tee 1";3;84;Viljandi maakond;897;Viljandi linn;;;;;05CZ;Uueveski tee;;;23BB;1;;;848970000000005CZ000023BB00000000;382111;6470632;594139;58,36604;25,60868;"58°21'57.73""";"25°36'31.24"""
2066347;Niidu Võhma Viljandimaa;"Viljandi maakond, Põhja-Sakala vald, Võhma linn, Niidu tn";2;84;Viljandi maakond;615;Põhja-Sakala vald;9500;Võhma linn;;;0T63;Niidu tn;;;;;;;84615950000000T630000000000000000;3240242;6499464;590102;58,62568;25,55111;"58°37'32.45""";"25°33'3.99"""
2066352;Põllu Paide Järvamaa;"Järva maakond, Paide linn, Paide linn, Põllu tn";2;52;Järva maakond;567;Paide linn;5860;Paide linn;;;0RRB;Põllu tn;;;;;;;52567586000000RRB0000000000000000;2658896;6528350;590176;58,88493;25,56397;"58°53'5.76""";"25°33'50.31"""
2066393;Pikasilla Põdrala vald Valgamaa;"Valga maakond, Tõrva vald, Pikasilla küla";1;81;Valga maakond;824;Tõrva vald;6222;Pikasilla küla;;;;;;;;;;;818246222000000000000000000000000;2974715;6440259;620479;58,087;26,04273;"58°5'13.19""";"26°2'33.84"""
2066401;Uku põik Pärnu Pärnumaa;"Pärnu maakond, Pärnu linn, Pärnu linn, Uku põik 1";3;68;Pärnu maakond;624;Pärnu linn;6619;Pärnu linn;;;0SS0;Uku põik;;;BJKP;1;;;68624661900000SS00000BJKP00000000;3088394;6468552;533291;58,35623;24,56868;"58°21'22.43""";"24°34'7.25"""
2066479;A. Maramaa Viljandi Viljandimaa;"Viljandi maakond, Viljandi linn, A. Maramaa pst 1";3;84;Viljandi maakond;897;Viljandi linn;;;;;05FG;A. Maramaa pst;;;26S6;1;;;848970000000005FG000026S600000000;581950;6470962;593754;58,36908;25,60224;"58°22'8.69""";"25°36'8.05"""
2066493;Kupataja Tartu vald Tartumaa;"Tartu maakond, Elva vald, Noorma küla, Kupataja";3;79;Tartu maakond;171;Elva vald;5447;Noorma küla;;;;;0AZH;Kupataja;;;;;791715447000000000AZH000000000000;2982931;6460052;627567;58,26262;26,1737;"58°15'45.43""";"26°10'25.33"""
2066495;Kupataja Tartu vald Tartumaa;"Tartu maakond, Elva vald, Noorma küla, Kupataja";3;79;Tartu maakond;171;Elva vald;5447;Noorma küla;;;;;0AZH;Kupataja;;;;;791715447000000000AZH000000000000;2982931;6460052;627567;58,26262;26,1737;"58°15'45.43""";"26°10'25.33"""
2066496;Kupataja Tartu vald Tartumaa;"Tartu maakond, Elva vald, Noorma küla, Kupataja";3;79;Tartu maakond;171;Elva vald;5447;Noorma küla;;;;;0AZH;Kupataja;;;;;791715447000000000AZH000000000000;2982931;6460052;627567;58,26262;26,1737;"58°15'45.43""";"26°10'25.33"""
2066497;Kupataja Tartu vald Tartumaa;"Tartu maakond, Elva vald, Noorma küla, Kupataja";3;79;Tartu maakond;171;Elva vald;5447;Noorma küla;;;;;0AZH;Kupataja;;;;;791715447000000000AZH000000000000;2982931;6460052;627567;58,26262;26,1737;"58°15'45.43""";"26°10'25.33"""
2066499;Kupataja Tartu vald Tartumaa;"Tartu maakond, Elva vald, Noorma küla, Kupataja";3;79;Tartu maakond;171;Elva vald;5447;Noorma küla;;;;;0AZH;Kupataja;;;;;791715447000000000AZH000000000000;2982931;6460052;627567;58,26262;26,1737;"58°15'45.43""";"26°10'25.33"""
2066730;Kooli 36 Tõrva Valgamaa;"Valga maakond, Tõrva vald, Tõrva linn, Kooli tn 36";3;81;Valga maakond;824;Tõrva vald;8529;Tõrva linn;;;0SA6;Kooli tn;;;B3PK;36;;;81824852900000SA60000B3PK00000000;3010896;6430360;613191;58,00009;25,91445;"58°0'0.31""";"25°54'52.00"""
2066747;Kesk 1 Tamsalu Tamsalu vald Lääne-Virumaa;"Lääne-Viru maakond, Tapa vald, Tamsalu linn, Kesk tn 1";3;60;Lääne-Viru maakond;792;Tapa vald;8130;Tamsalu linn;;;04LT;Kesk tn;;;0GJO;1;;;607928130000004LT00000GJO00000000;2748318;6559953;620743;59,16103;26,11106;"59°9'39.70""";"26°6'39.80"""
2066767;Tüki Tähtvere vald Tartumaa;"Tartu maakond, Tartu linn, Tüki küla";1;79;Tartu maakond;793;Tartu linn;8590;Tüki küla;;;;;;;;;;;797938590000000000000000000000000;3020416;6475389;650628;58,39291;26,57633;"58°23'34.47""";"26°34'34.79"""
2066824;Sulevi 6 Võru Võrumaa;"Võru maakond, Võru linn, Sulevi tn 6";3;87;Võru maakond;919;Võru linn;;;;;05HS;Sulevi tn;;;27II;6;;;879190000000005HS000027II00000000;3251762;6414923;678729;57,83998;27,00999;"57°50'23.93""";"27°0'35.96"""
2066836;Eikla Eikla Lääne-Saare vald Saaremaa;Saare maakond;1;74;Saare maakond;000;;;;;;;;;;;;;;740000000000000000000000000000000;100009;6457965;411216;58,25346;22,48768;"58°15'12.44""";"22°29'15.64"""
2066841;Aste Aste Lääne-Saare vald Saaremaa;"Saare maakond, Saaremaa vald, Aste alevik, Soo tn 2";3;74;Saare maakond;714;Saaremaa vald;1416;Aste alevik;;;068C;Soo tn;;;5OQO;2;;;7471414160000068C00005OQO00000000;2625626;6468430;408972;58,34693;22,44534;"58°20'48.95""";"22°26'43.21"""
2066842;Eelika Paatsa Mustjala vald Saaremaa;Saare maakond;1;74;Saare maakond;000;;;;;;;;;;;;;;740000000000000000000000000000000;100009;6457965;411216;58,25346;22,48768;"58°15'12.44""";"22°29'15.64"""
2066853;Kullerkupu Kuressaare Saaremaa;"Saare maakond, Saaremaa vald, Kuressaare linn, Kullerkupu tn 1";3;74;Saare maakond;714;Saaremaa vald;3655;Kuressaare linn;;;0RNM;Kullerkupu tn;;;ARXR;1;;;74714365500000RNM0000ARXR00000000;2639766;6458041;412644;58,25442;22,51196;"58°15'15.93""";"22°30'43.07"""
2066857;Laheküla Kaarma vald Kotkakivi Lääne-Saare vald Saaremaa;"Saare maakond, Saaremaa vald, Laheküla";1;74;Saare maakond;714;Saaremaa vald;4053;Laheküla;;;;;;;;;;;747144053000000000000000000000000;2598234;6460013;408973;58,27138;22,44868;"58°16'16.96""";"22°26'55.24"""
2066860;Lümanda mnt. 3 Kihelkonna Kihelkonna vald Saaremaa;"Saare maakond, Saaremaa vald, Kihelkonna alevik, Lümanda mnt 3";3;74;Saare maakond;714;Saaremaa vald;3012;Kihelkonna alevik;;;06G9;Lümanda mnt;;;11QE;3;;;747143012000006G9000011QE00000000;2608811;6470485;385204;58,35978;22,03858;"58°21'35.22""";"22°2'18.90"""
2066866;Muinasjutumaja Saaremaal Kaugatoma Kaugatoma Salme vald Saaremaa;Saare maakond;1;74;Saare maakond;000;;;;;;;;;;;;;;740000000000000000000000000000000;100009;6457965;411216;58,25346;22,48768;"58°15'12.44""";"22°29'15.64"""
2066867;Männi Kihelkonna vald Saaremaa;Saare maakond;1;74;Saare maakond;000;;;;;;;;;;;;;;740000000000000000000000000000000;100009;6457965;411216;58,25346;22,48768;"58°15'12.44""";"22°29'15.64"""
2066870;Pae talu Orissaare vald Saaremaa;Saare maakond;1;74;Saare maakond;000;;;;;;;;;;;;;;740000000000000000000000000000000;100009;6457965;411216;58,25346;22,48768;"58°15'12.44""";"22°29'15.64"""
2066876;Putkendi Möldri Salme vald Saaremaa;Saare maakond;1;74;Saare maakond;000;;;;;;;;;;;;;;740000000000000000000000000000000;100009;6457965;411216;58,25346;22,48768;"58°15'12.44""";"22°29'15.64"""
2066882;Sillu Sillu Maantee Maantee Torgu vald Saaremaa;Saare maakond;1;74;Saare maakond;000;;;;;;;;;;;;;;740000000000000000000000000000000;100009;6457965;411216;58,25346;22,48768;"58°15'12.44""";"22°29'15.64"""
2066887;Suurenu Hänga küla Hänga Torgu vald Saaremaa;"Saare maakond, Saaremaa vald, Hänga küla";1;74;Saare maakond;714;Saaremaa vald;1940;Hänga küla;;;;;;;;;;;747141940000000000000000000000000;2597937;6425851;387104;57,9597;22,09271;"57°57'34.90""";"22°5'33.75"""
2067000;Oja Puka Puka vald Valgamaa;"Valga maakond, Otepää vald, Puka alevik, Oja tn 13";3;81;Valga maakond;557;Otepää vald;6417;Puka alevik;;;06XF;Oja tn;;;0XXC;13;;;815576417000006XF00000XXC00000000;2978742;6437052;632398;58,0548;26,24286;"58°3'17.28""";"26°14'34.30"""
2067011;Raja talu Eerikvere Palamuse vald Jõgevamaa;"Jõgeva maakond, Jõgeva vald, Eerikvere küla, Raja";3;50;Jõgeva maakond;247;Jõgeva vald;1533;Eerikvere küla;;;;;4DUS;Raja;;;;;502471533000000004DUS000000000000;3357218;6508325;652003;58,68792;26,62183;"58°41'16.50""";"26°37'18.60"""
2067043;Tamme 2 Sindi Pärnumaa;"Pärnu maakond, Tori vald, Sindi linn, Tamme tn 2";3;68;Pärnu maakond;809;Tori vald;7607;Sindi linn;;;0THH;Tamme tn;;;BU11;2;;;68809760700000THH0000BU1100000000;3400727;6472844;537517;58,39442;24,64157;"58°23'39.92""";"24°38'29.64"""
2067110;Tuule Eidapere Kehtna vald Raplamaa;"Rapla maakond, Kehtna vald, Eidapere alevik, Tuule pumpla";3;71;Rapla maakond;293;Kehtna vald;1550;Eidapere alevik;;;;;D35N;Tuule pumpla;;;;;71293155000000000D35N000000000000;3187895;6513091;554259;58,75397;24,93746;"58°45'14.31""";"24°56'14.84"""
2067111;Vahakõnnu Raikküla vald Raplamaa;"Rapla maakond, Rapla vald, Vahakõnnu küla";1;71;Rapla maakond;668;Rapla vald;8838;Vahakõnnu küla;;;;;;;;;;;716688838000000000000000000000000;3158268;6522802;545603;58,84215;24,78989;"58°50'31.75""";"24°47'23.61"""
2067137;J.Kärneri 6 Elva Tartumaa;"Tartu maakond, Elva vald, Elva linn, J. Kärneri tn 6";3;79;Tartu maakond;171;Elva vald;1586;Elva linn;;;0SBD;J. Kärneri tn;;;B19Q;6;;;79171158600000SBD0000B19Q00000000;3006261;6456329;642438;58,22464;26,4246;"58°13'28.69""";"26°25'28.55"""
2067151;Türi Türi vald Järvamaa;"Järva maakond, Türi vald, Türi linn";1;52;Järva maakond;834;Türi vald;8594;Türi linn;;;;;;;;;;;528348594000000000000000000000000;3525738;6519859;582364;58,81028;25,4254;"58°48'37.02""";"25°25'31.44"""
2067159;Karikakra Tõrvandi Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Karikakra tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;09DT;Karikakra tn;;;3QH8;1;;;792838532000009DT00003QH800000000;2894114;6466761;658508;58,31272;26,70502;"58°18'45.78""";"26°42'18.07"""
2067164;Suve-Talu 1 Koogu Aseri vald Ida-Virumaa;"Lääne-Viru maakond, Viru-Nigula vald, Koogu küla, Suve";3;60;Lääne-Viru maakond;903;Viru-Nigula vald;3394;Koogu küla;;;;;FUF3;Suve;;;;;60903339400000000FUF3000000000000;3502016;6590598;658806;59,42344;26,79821;"59°25'24.38""";"26°47'53.56"""
2067172;Maarjatähe 16 Räni Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Räni alevik, Maarjatähe tn 16";3;79;Tartu maakond;283;Kambja vald;7214;Räni alevik;;;08NA;Maarjatähe tn;;;2LJ5;16;;;792837214000008NA00002LJ500000000;2824314;6471347;655081;58,35509;26,64969;"58°21'18.31""";"26°38'58.87"""
2067182;Oja 39 Pärnu Pärnumaa;"Pärnu maakond, Pärnu linn, Pärnu linn, Oja tn 39";3;68;Pärnu maakond;624;Pärnu linn;6619;Pärnu linn;;;0SRG;Oja tn;;;B6VF;39;;;68624661900000SRG0000B6VF00000000;3042424;6472815;530240;58,39473;24,51713;"58°23'41.01""";"24°31'1.66"""
2067186;Jaani 7 Otepää Otepää vald Valgamaa;"Valga maakond, Otepää vald, Otepää linn, Jaani tn 7";3;81;Valga maakond;557;Otepää vald;5755;Otepää linn;;;0R9Y;Jaani tn;;;AGJR;7;;;81557575500000R9Y0000AGJR00000000;2992217;6438606;646920;58,06414;26,48963;"58°3'50.92""";"26°29'22.67"""
2067187;Mäesilla - Holvandi Põlva vald Põlvamaa;"Põlva maakond, Põlva vald, Kiisa küla, Mäesilla";3;64;Põlva maakond;622;Põlva vald;3050;Kiisa küla;;;;;FAXT;Mäesilla;;;;;64622305000000000FAXT000000000000;3195863;6439737;688579;58,05844;27,19552;"58°3'30.40""";"27°11'43.88"""
2067189;Linnu tee 9 Sindi Pärnumaa;"Pärnu maakond, Tori vald, Sindi linn, Linnu tee 9";3;68;Pärnu maakond;809;Tori vald;7607;Sindi linn;;;0TGT;Linnu tee;;;BTRW;9;;;68809760700000TGT0000BTRW00000000;3399986;6472300;537293;58,38956;24,63765;"58°23'22.40""";"24°38'15.54"""
2067201;Võru Ropka Tartu Tartumaa;"Tartu maakond, Tartu linn, Tartu linn, Võru tn 103";3;79;Tartu maakond;793;Tartu linn;8151;Tartu linn;;;0STA;Võru tn;;;B7X5;103;;;79793815100000STA0000B7X500000000;3045246;6471256;659154;58,35281;26,71914;"58°21'10.11""";"26°43'8.90"""
2067219;Valka kihelkond Vijciema küla Vijemeþi 4 Valga Valgamaa;;;;;;;;;;;;;;;;;;;;;;;;;;
2067228;Pargi 23 Vändra Vändra vald (alev) Pärnumaa;"Pärnu maakond, Põhja-Pärnumaa vald, Vändra alev, Pargi tn 23";3;68;Pärnu maakond;638;Põhja-Pärnumaa vald;9663;Vändra alev;;;01XL;Pargi tn;;;5NR9;23;;;686389663000001XL00005NR900000000;2924881;6502336;560468;58,6566;25,04183;"58°39'23.77""";"25°2'30.58"""
2067235;Vana Kaevur Järve Kohtla-Järve Ida-Virumaa;Ida-Viru maakond;1;45;Ida-Viru maakond;000;;;;;;;;;;;;;;450000000000000000000000000000000;2591894;6584916;694469;59,35765;27,42051;"59°21'27.55""";"27°25'13.84"""
2067241;Nelli Tõhela Tõstamaa vald Pärnumaa;"Pärnu maakond, Pärnu linn, Tõhela küla, Nelli";3;68;Pärnu maakond;624;Pärnu linn;8475;Tõhela küla;;;;;5NNH;Nelli;;;;;686248475000000005NNH000000000000;3024694;6479286;500441;58,45387;24,00755;"58°27'13.94""";"24°0'27.19"""
2067253;Uus 39 Lüübnitsa Mikitamäe vald Põlvamaa;"Võru maakond, Setomaa vald, Lüübnitsa küla, Uus tn 39";3;87;Võru maakond;732;Setomaa vald;4692;Lüübnitsa küla;;;0MTW;Uus tn;;;77SA;39;;;87732469200000MTW000077SA00000000;3368204;6441469;712005;58,06334;27,59334;"58°3'48.01""";"27°35'36.01"""
2067261;Tiigi 28 Valga Valgamaa;"Valga maakond, Valga vald, Valga linn, Tiigi tn 28";3;81;Valga maakond;855;Valga vald;8918;Valga linn;;;0S8K;Tiigi tn;;;B1CI;28;;;81855891800000S8K0000B1CI00000000;3006379;6404783;622446;57,76809;26,05762;"57°46'5.11""";"26°3'27.43"""
2067281;Kõpu tn Viljandi Viljandimaa;"Viljandi maakond, Viljandi linn, Kõpu tn 10";3;84;Viljandi maakond;897;Viljandi linn;;;;;05BA;Kõpu tn;;;3JB1;10;;;848970000000005BA00003JB100000000;306591;6469558;591855;58,35688;25,56923;"58°21'24.78""";"25°34'9.24"""
2067415;Tallinna mnt. 90 Uuemõisa Ridala vald Läänemaa;"Lääne maakond, Haapsalu linn, Uuemõisa alevik, Tallinna mnt 90";3;56;Lääne maakond;184;Haapsalu linn;8769;Uuemõisa alevik;;;0ODH;Tallinna mnt;;;8MNM;90;;;56184876900000ODH00008MNM00000000;2647720;6533747;476268;58,94217;23,58776;"58°56'31.81""";"23°35'15.93"""
2067436;Lihula Lihula vald Läänemaa;"Pärnu maakond, Lääneranna vald, Lihula linn";1;68;Pärnu maakond;430;Lääneranna vald;4330;Lihula linn;;;;;;;;;;;684304330000000000000000000000000;2908606;6505542;489860;58,68949;23,82514;"58°41'22.15""";"23°49'30.49"""
2067483;Pesapaiga 4 Tartu Tartumaa;"Tartu maakond, Kambja vald, Soinaste küla, Pesapaiga tn 4";3;79;Tartu maakond;283;Kambja vald;7666;Soinaste küla;;;0D9C;Pesapaiga tn;;;31TM;4;;;79283766600000D9C000031TM00000000;2860576;6469812;657909;58,3403;26,6969;"58°20'25.10""";"26°41'48.84"""
2067521;Annuse Varbevere Palamuse vald Jõgevamaa;"Jõgeva maakond, Jõgeva vald, Varbevere küla, Annuse";3;50;Jõgeva maakond;247;Jõgeva vald;9058;Varbevere küla;;;;;4D9T;Annuse;;;;;502479058000000004D9T000000000000;3338793;6510702;654701;58,70828;26,66995;"58°42'29.82""";"26°40'11.83"""
2067542;Kase Kasti Märjamaa vald Raplamaa;"Rapla maakond, Märjamaa vald, Kasti küla, Kase";3;71;Rapla maakond;502;Märjamaa vald;2824;Kasti küla;;;;;0S8N;Kase;;;;;715022824000000000S8N000000000000;3540797;6525644;530759;58,86898;24,53318;"58°52'8.33""";"24°31'59.46"""
2067543;Raudtee 3 Virtsu Hanila vald Läänemaa;"Pärnu maakond, Lääneranna vald, Virtsu alevik, Jaama tn 8";3;68;Pärnu maakond;430;Lääneranna vald;9388;Virtsu alevik;;;0R02;Jaama tn;;;AI6X;8;;;68430938800000R020000AI6X00000000;2926812;6492412;472066;58,57082;23,51991;"58°34'14.96""";"23°31'11.66"""
2067544;Lentsi Liivoja Jõgeva vald Jõgevamaa;"Jõgeva maakond, Jõgeva vald, Liivoja küla, Lentsi";3;50;Jõgeva maakond;247;Jõgeva vald;4364;Liivoja küla;;;;;6SYG;Lentsi;;;;;502474364000000006SYG000000000000;3366945;6516408;637088;58,76542;26,36972;"58°45'55.50""";"26°22'10.99"""
2067550;Kopli Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa;"Ida-Viru maakond, Toila vald, Kohtla-Nõmme alev, Kopli tn 1";3;45;Ida-Viru maakond;803;Toila vald;3270;Kohtla-Nõmme alev;;;05M5;Kopli tn;;;2E35;1;;;458033270000005M500002E3500000000;2593468;6584661;681595;59,36106;27,19421;"59°21'39.83""";"27°11'39.16"""
2067607;Soosilla tee 15 Soosilla Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Külitse alevik, Soosilla vkt 15";3;79;Tartu maakond;283;Kambja vald;3986;Külitse alevik;2DPR;Soosilla vkt;;;;;BZ08;15;;;7928339862DPR00000000BZ0800000000;3420220;6469040;651933;58,33549;26,59443;"58°20'7.78""";"26°35'39.95"""
2067642;Veski põik 3 Tammiste Sauga vald Pärnumaa;"Pärnu maakond, Tori vald, Tammiste küla, Veski põik 3";3;68;Pärnu maakond;809;Tori vald;8120;Tammiste küla;;;08II;Veski põik;;;39VZ;3;;;688098120000008II000039VZ00000000;3391885;6472585;533812;58,3924;24,57817;"58°23'32.63""";"24°34'41.43"""
2067644;Kilingi-Nõmme Saarde vald Pärnumaa;"Pärnu maakond, Saarde vald, Kilingi-Nõmme linn";1;68;Pärnu maakond;712;Saarde vald;3083;Kilingi-Nõmme linn;;;;;;;;;;;687123083000000000000000000000000;2908400;6445946;556827;58,15086;24,96513;"58°9'3.09""";"24°57'54.46"""
2067647;Palkmaja Muhu vald Saaremaa;"Saare maakond, Muhu vald";1;74;Saare maakond;478;Muhu vald;;;;;;;;;;;;;744780000000000000000000000000000;100173;6496114;455584;58,60269;23,23593;"58°36'9.67""";"23°14'9.35"""
2067659;Raudtee 13 Paide Järvamaa;"Järva maakond, Paide linn, Paide linn, Raudtee tn 13";3;52;Järva maakond;567;Paide linn;5860;Paide linn;;;0RTG;Raudtee tn;;;AUUB;13;;;52567586000000RTG0000AUUB00000000;2661783;6528173;589108;58,88357;25,54539;"58°53'0.84""";"25°32'43.39"""
2067661;Ääre talu Puugnitsa Mikitamäe vald Põlvamaa;"Võru maakond, Setomaa vald, Puugnitsa küla, Ääre";3;87;Võru maakond;732;Setomaa vald;6474;Puugnitsa küla;;;;;1RUZ;Ääre;;;;;877326474000000001RUZ000000000000;3344679;6432060;706524;57,98157;27,49231;"57°58'53.66""";"27°29'32.33"""
2067813;Valga mnt. Tihemetsa Saarde vald Pärnumaa;"Pärnu maakond, Saarde vald, Tihemetsa alevik, Valga mnt 19";3;68;Pärnu maakond;712;Saarde vald;8213;Tihemetsa alevik;;;0RH0;Valga mnt;;;ANVR;19;;;68712821300000RH00000ANVR00000000;2932384;6445759;561187;58,1486;25,03911;"58°8'54.94""";"25°2'20.81"""
2067814;Valga mnt. Tihemetsa Saarde vald Pärnumaa;"Pärnu maakond, Saarde vald, Tihemetsa alevik, Valga mnt 19";3;68;Pärnu maakond;712;Saarde vald;8213;Tihemetsa alevik;;;0RH0;Valga mnt;;;ANVR;19;;;68712821300000RH00000ANVR00000000;2932384;6445759;561187;58,1486;25,03911;"58°8'54.94""";"25°2'20.81"""
2067815;Valga mnt. Tihemetsa Saarde vald Pärnumaa;"Pärnu maakond, Saarde vald, Tihemetsa alevik, Valga mnt 19";3;68;Pärnu maakond;712;Saarde vald;8213;Tihemetsa alevik;;;0RH0;Valga mnt;;;ANVR;19;;;68712821300000RH00000ANVR00000000;2932384;6445759;561187;58,1486;25,03911;"58°8'54.94""";"25°2'20.81"""
2067816;Valga mnt. Tihemetsa Saarde vald Pärnumaa;"Pärnu maakond, Saarde vald, Tihemetsa alevik, Valga mnt 19";3;68;Pärnu maakond;712;Saarde vald;8213;Tihemetsa alevik;;;0RH0;Valga mnt;;;ANVR;19;;;68712821300000RH00000ANVR00000000;2932384;6445759;561187;58,1486;25,03911;"58°8'54.94""";"25°2'20.81"""
2067817;Valga mnt. Tihemetsa Saarde vald Pärnumaa;"Pärnu maakond, Saarde vald, Tihemetsa alevik, Valga mnt 19";3;68;Pärnu maakond;712;Saarde vald;8213;Tihemetsa alevik;;;0RH0;Valga mnt;;;ANVR;19;;;68712821300000RH00000ANVR00000000;2932384;6445759;561187;58,1486;25,03911;"58°8'54.94""";"25°2'20.81"""
2067818;Valga mnt. Tihemetsa Saarde vald Pärnumaa;"Pärnu maakond, Saarde vald, Tihemetsa alevik, Valga mnt 19";3;68;Pärnu maakond;712;Saarde vald;8213;Tihemetsa alevik;;;0RH0;Valga mnt;;;ANVR;19;;;68712821300000RH00000ANVR00000000;2932384;6445759;561187;58,1486;25,03911;"58°8'54.94""";"25°2'20.81"""
2067819;Valga mnt. Tihemetsa Saarde vald Pärnumaa;"Pärnu maakond, Saarde vald, Tihemetsa alevik, Valga mnt 19";3;68;Pärnu maakond;712;Saarde vald;8213;Tihemetsa alevik;;;0RH0;Valga mnt;;;ANVR;19;;;68712821300000RH00000ANVR00000000;2932384;6445759;561187;58,1486;25,03911;"58°8'54.94""";"25°2'20.81"""
2067820;Valga mnt. Tihemetsa Saarde vald Pärnumaa;"Pärnu maakond, Saarde vald, Tihemetsa alevik, Valga mnt 19";3;68;Pärnu maakond;712;Saarde vald;8213;Tihemetsa alevik;;;0RH0;Valga mnt;;;ANVR;19;;;68712821300000RH00000ANVR00000000;2932384;6445759;561187;58,1486;25,03911;"58°8'54.94""";"25°2'20.81"""
2067821;Valga mnt. Tihemetsa Saarde vald Pärnumaa;"Pärnu maakond, Saarde vald, Tihemetsa alevik, Valga mnt 19";3;68;Pärnu maakond;712;Saarde vald;8213;Tihemetsa alevik;;;0RH0;Valga mnt;;;ANVR;19;;;68712821300000RH00000ANVR00000000;2932384;6445759;561187;58,1486;25,03911;"58°8'54.94""";"25°2'20.81"""
2067851;Tulbi Rapla Rapla vald Raplamaa;"Rapla maakond, Rapla vald, Rapla linn, Tulbi tn 4/1";3;71;Rapla maakond;668;Rapla vald;6826;Rapla linn;;;0227;Tulbi tn;;;6BTB;" 4/1";;;7166868260000022700006BTB00000000;3198011;6539338;547684;58,99037;24,82948;"58°59'25.34""";"24°49'46.11"""
2067853;Soo 14 Rapla Rapla vald Raplamaa;"Rapla maakond, Rapla vald, Metsküla, Soo";3;71;Rapla maakond;668;Rapla vald;4924;Metsküla;;;;;1NQL;Soo;;;;;716684924000000001NQL000000000000;3204308;6525391;537626;58,86616;24,65217;"58°51'58.19""";"24°39'7.81"""
2067854;Jaama Eidapere Kehtna vald Raplamaa;"Rapla maakond, Kehtna vald, Eidapere alevik, Jaama tn 1";3;71;Rapla maakond;293;Kehtna vald;1550;Eidapere alevik;;;069B;Jaama tn;;;9S19;1;;;7129315500000069B00009S1900000000;3172555;6513420;554276;58,75693;24,93783;"58°45'24.93""";"24°56'16.18"""
2067902;Marjamäe küla Marjamäe Tarvastu vald Viljandimaa;"Viljandi maakond, Viljandi vald, Marjamäe küla";1;84;Viljandi maakond;899;Viljandi vald;4789;Marjamäe küla;;;;;;;;;;;848994789000000000000000000000000;3133063;6445914;616769;58,13875;25,9827;"58°8'19.49""";"25°58'57.72"""
2067903;Jaama 3 Pärnu Pärnumaa;"Pärnu maakond, Pärnu linn, Pärnu linn, Jaama tn 3";3;68;Pärnu maakond;624;Pärnu linn;6619;Pärnu linn;;;0SOQ;Jaama tn;;;B7AL;3;;;68624661900000SOQ0000B7AL00000000;3043950;6471376;532884;58,38161;24,56213;"58°22'53.81""";"24°33'43.68"""
2067914;Kõvaküla Karksi vald Viljandimaa;"Viljandi maakond, Mulgi vald, Kõvaküla";1;84;Viljandi maakond;480;Mulgi vald;3837;Kõvaküla;;;;;;;;;;;844803837000000000000000000000000;3221429;6439702;592739;58,08871;25,57238;"58°5'19.35""";"25°34'20.55"""
2067922;Järva-Jaani vald Järvamaa;"Järva maakond, Järva vald, Järva-Jaani alev";1;52;Järva maakond;255;Järva vald;2341;Järva-Jaani alev;;;;;;;;;;;522552341000000000000000000000000;2569745;6546198;608743;59,04082;25,89458;"59°2'26.94""";"25°53'40.48"""
2067923;Kütuse 7 Rakvere Lääne-Virumaa;"Lääne-Viru maakond, Rakvere linn, Kütuse tn 7";3;60;Lääne-Viru maakond;663;Rakvere linn;;;;;0CLG;Kütuse tn;;;2Q2B;7;;;60663000000000CLG00002Q2B00000000;2699270;6582518;635772;59,35895;26,38765;"59°21'32.23""";"26°23'15.54"""
2067942;Tuhajuhani Lilastvere Torma vald Jõgevamaa;Jõgeva maakond;1;50;Jõgeva maakond;000;;;;;;;;;;;;;;500000000000000000000000000000000;3334997;6514322;638837;58,74614;26,39864;"58°44'46.11""";"26°23'55.10"""
