ID	Hind	Tube	Üldpind	Seisukord	Ehitusaasta	Aadress.x	Aasta	Maakond	Täisaadress	Objekti.liik	Tase1.kood	Tase1.nimetus	Tase2.kood	Tase2.nimetus	Tase3.kood	Tase3.nimetus	Tase4.kood	Tase4.nimetus	Tase5.kood	Tase5.nimetus	Tase6.kood	Tase6.nimetus	Tase7.kood	Tase7.nimetus	Tase8.kood	Tase8.nimetus	Koodaadress	ADR.ID	L.Est.X	L.Est.Y	N	E	N..dms.	E..dms.
2070059	160000	4	164.3	Valmis	1928	Toeli - Kaasiku . Mereäärse Varbla vald Pärnumaa	2013	Pärnumaa	Pärnu maakond	1	68	Pärnu maakond	000														680000000000000000000000000000000	2908388	6471454	529885	58,38253	24,51088	58°22'57.11"	24°30'39.17"
2070062	145000	8	200.4	Renoveeritud	1905	Kooli 43 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Kooli tn 43	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SQG	Kooli tn			BDSG	43			68624661900000SQG0000BDSG00000000	3063721	6471010	530660	58,37849	24,52407	58°22'42.57"	24°31'26.65"
2070067	47000	5	90	Vajab renoveerimist	1931	Oja 39 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Oja tn 39	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SRG	Oja tn			B6VF	39			68624661900000SRG0000B6VF00000000	3042424	6472815	530240	58,39473	24,51713	58°23'41.01"	24°31'1.66"
2070068	19900	2	80	Vajab renoveerimist	1938	Savi 33 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Savi tn 33	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SU7	Savi tn			B7T8	33			68624661900000SU70000B7T800000000	3044973	6473260	530867	58,39868	24,52791	58°23'55.24"	24°31'40.47"
2070069	89900	3	109	Valmis	1920	Jaama 3 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Jaama tn 3	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SOQ	Jaama tn			B7AL	3			68624661900000SOQ0000B7AL00000000	3043950	6471376	532884	58,38161	24,56213	58°22'53.81"	24°33'43.68"
2070075	72000	5	116	Valmis	1926	Jaama Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Jaama tn	2	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SOQ	Jaama tn							68624661900000SOQ0000000000000000	3039003	6472093	533305	58,38802	24,56943	58°23'16.87"	24°34'9.96"
2070138	118000	3	160.4	Uus	2008	Kirsi tee Maramaa Tartu vald Tartumaa	2013	Tartumaa	Tartu maakond, Tartu vald	1	79	Tartu maakond	796	Tartu vald													797960000000000000000000000000000	2822838	6478725	661498	58,41895	26,7644	58°25'8.23"	26°45'51.83"
2070172	103000	4	167	NA	1954	Tammelinn Tammelinn Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, Arbi tn 1	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SP9	Arbi tn			BKGL	1			79793815100000SP90000BKGL00000000	3095129	6472196	657933	58,36168	26,69895	58°21'42.06"	26°41'56.21"
2070209	123456	5	170	Valmis	2004	Väluste tee Viiratsi Viljandi vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Viljandi vald, Viiratsi alevik, Väluste tee 10	3	84	Viljandi maakond	899	Viljandi vald	9292	Viiratsi alevik			07E6	Väluste tee			3VGK	10			848999292000007E600003VGK00000000	3146634	6470126	596264	58,36103	25,64476	58°21'39.72"	25°38'41.15"
2070213	180000	4	85	Valmis	2001	Kivimänni Puhkova Vaivara vald Ida-Virumaa	2013	Ida-Virumaa	Ida-Viru maakond, Narva-Jõesuu linn, Puhkova küla, Kivimänni	3	45	Ida-Viru maakond	514	Narva-Jõesuu linn	6396	Puhkova küla					0M1B	Kivimänni					455146396000000000M1B000000000000	2810280	6592330	725878	59,40856	27,97949	59°24'30.82"	27°58'46.16"
2070214	9800	3	125.9	Vajab renoveerimist	1869	Kuksema Järva-Jaani vald Järvamaa	2013	Järvamaa	Järva maakond, Järva vald, Kuksema küla	1	52	Järva maakond	255	Järva vald	3564	Kuksema küla											522553564000000000000000000000000	2569759	6543922	606811	59,02088	25,85984	59°1'15.16"	25°51'35.41"
2070215	34949	2	50	Valmis	1980	Viraksaare Paide vald Järvamaa	2013	Järvamaa	Järva maakond, Paide linn, Viraksaare küla	1	52	Järva maakond	567	Paide linn	9379	Viraksaare küla											525679379000000000000000000000000	2647114	6531889	588178	58,91711	25,53073	58°55'1.60"	25°31'50.64"
2070219	84900	5	NA	NA	2008	Jaani tee 5 Räni Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Räni alevik, Jaani tee 5	3	79	Tartu maakond	283	Kambja vald	7214	Räni alevik			08ZC	Jaani tee			2MMQ	5			792837214000008ZC00002MMQ00000000	2828462	6471627	654841	58,35768	26,64578	58°21'27.66"	26°38'44.81"
2070220	108011	4	263.1	NA	1950	Väike-Juhani - Pilkuse Otepää vald Valgamaa	2013	Valgamaa																										
2070222	23000	3	62.7	Valmis	1946	Tamme Koidu Tarvastu vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Viljandi vald, Koidu küla, Tamme	3	84	Viljandi maakond	899	Viljandi vald	3275	Koidu küla					5DJJ	Tamme					848993275000000005DJJ000000000000	3146555	6456616	608347	58,23695	25,84477	58°14'13.03"	25°50'41.17"
2070223	1900	5	237.6	Valmis	1980	Võmmorska Piusa Võmmorski Meremäe vald Võrumaa	2013	Võrumaa	Võru maakond	1	87	Võru maakond	000														870000000000000000000000000000000	3220982	6415708	677905	57,84735	26,99672	57°50'50.47"	26°59'48.19"
2070230	115040	6	275	Valmis	1985	Väike-Kaare Viljandi Viljandimaa	2013	Viljandimaa	Viljandi maakond, Viljandi linn, Väike-Kaare tn	2	84	Viljandi maakond	897	Viljandi linn					05BX	Väike-Kaare tn							848970000000005BX0000000000000000	108381	6470955	592495	58,36929	25,58073	58°22'9.43"	25°34'50.61"
2070237	115000	5	364	Renoveeritud	2002	Põllu Elva Tartumaa	2013	Tartumaa	Tartu maakond, Elva vald, Elva linn, Põllu tn	2	79	Tartu maakond	171	Elva vald	1586	Elva linn			0SBU	Põllu tn							79171158600000SBU0000000000000000	2998228	6455974	640649	58,22203	26,39396	58°13'19.30"	26°23'38.24"
2070240	57000	5	162.3	Valmis	1924	Tallinna Viljandi Viljandimaa	2013	Viljandimaa	Viljandi maakond, Viljandi linn, Tallinna tn	2	84	Viljandi maakond	897	Viljandi linn					05F5	Tallinna tn							848970000000005F50000000000000000	108315	6471807	593440	58,37673	25,59722	58°22'36.24"	25°35'49.98"
2070272	16900	5	64.2	Vajab san. remonti	1932	Kruusa Purdi Paide vald Järvamaa	2013	Järvamaa	Järva maakond, Paide linn, Purdi küla, Kruusa	3	52	Järva maakond	567	Paide linn	6440	Purdi küla					316U	Kruusa					52567644000000000316U000000000000	2649126	6540805	593168	58,99608	25,62107	58°59'45.89"	25°37'15.84"
2070523	36000	4	124	Vajab renoveerimist	1991	 Suure-Ahli Ridala vald Läänemaa	2013	Läänemaa	Lääne maakond, Haapsalu linn, Suure-Ahli küla	1	56	Lääne maakond	184	Haapsalu linn	1119	Suure-Ahli küla											561841119000000000000000000000000	2647121	6524882	472656	58,86237	23,5261	58°51'44.53"	23°31'33.97"
2070545	85000	5	120	Uus	2012	Seljandiku tee 3b Kalmaküla Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa	Jõgeva maakond, Mustvee vald, Kalmaküla, Seljandiku tee 3b	3	50	Jõgeva maakond	486	Mustvee vald	2616	Kalmaküla			0P54	Seljandiku tee			9AFJ	3b			50486261600000P5400009AFJ00000000	3346213	6532673	671677	58,89895	26,97941	58°53'56.21"	26°58'45.86"
2070551	19900	5	155.6	Vajab renoveerimist	1927	Petseri 13 Valga Valgamaa	2013	Valgamaa	Valga maakond, Valga vald, Valga linn, Petseri tn 13	3	81	Valga maakond	855	Valga vald	8918	Valga linn			0SFR	Petseri tn			B3DC	13			81855891800000SFR0000B3DC00000000	3010035	6405974	622690	57,77871	26,06233	57°46'43.35"	26°3'44.39"
2070555	160000	5	214	Uus	2010	Vergi tee Võsu Vihula vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Haljala vald, Võsu alevik, Vergi tee 1	3	60	Lääne-Viru maakond	191	Haljala vald	9592	Võsu alevik			07GO	Vergi tee			12IZ	1			601919592000007GO000012IZ00000000	2747207	6606581	611708	59,58186	25,97721	59°34'54.69"	25°58'37.95"
2070580	31000	3	71.1	Vajab renoveerimist	1951	Eha tänav Rakvere Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Rakvere linn, Eha tn 1	3	60	Lääne-Viru maakond	663	Rakvere linn					0249	Eha tn			2B6R	1			6066300000000024900002B6R00000000	2715655	6582035	633070	59,35547	26,33988	59°21'19.71"	26°20'23.56"
2070627	284900	7	600	Renoveeritud	1998	Pallase pst Ihaste Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, Pallase pst 10	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SM8	Pallase pst			BNU3	10			79793815100000SM80000BNU300000000	3127955	6472115	662741	58,35919	26,78096	58°21'33.10"	26°46'51.46"
2070682	33000	5	120	NA	1959	Sputniku 19 Lelle Kehtna vald Raplamaa	2013	Raplamaa	Rapla maakond, Kehtna vald, Lelle alevik, Sputniku tn 19	3	71	Rapla maakond	293	Kehtna vald	4250	Lelle alevik			02QG	Sputniku tn			2BWW	19			712934250000002QG00002BWW00000000	3164570	6525220	557729	58,86241	25,00052	58°51'44.66"	25°0'1.89"
2070708	65675	5	160	Renoveeritud	1995	ranna Aseri Aseri vald Ida-Virumaa	2013	Ida-Virumaa	Lääne-Viru maakond, Viru-Nigula vald, Aseri alevik, Keraamiku AÜ, Ranna tn 1	3	60	Lääne-Viru maakond	903	Viru-Nigula vald	1402	Aseri alevik	26GL	Keraamiku AÜ	0JWS	Ranna tn			9ASH	1			60903140226GL0JWS00009ASH00000000	2750872	6594862	661906	59,46051	26,85597	59°27'37.82"	26°51'21.47"
2070791	7000	NA	129.5	Vajab renoveerimist	1920	Rehepapi Kunila Lihula vald Läänemaa	2013	Läänemaa	Pärnu maakond, Lääneranna vald, Kunila küla, Rehepapi	3	68	Pärnu maakond	430	Lääneranna vald	3616	Kunila küla					7U79	Rehepapi					684303616000000007U79000000000000	2916788	6498897	489260	58,62981	23,8151	58°37'47.32"	23°48'54.38"
2070797	47000	3	95	Keskmine	1911	Narva tn 59 Mustvee Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Mustvee vald, Mustvee linn, Narva tn 59	3	50	Jõgeva maakond	486	Mustvee vald	5097	Mustvee linn			0TFA	Narva tn			BS4A	59			50486509700000TFA0000BS4A00000000	3384197	6528505	670276	58,86212	26,95194	58°51'43.64"	26°57'6.99"
2070899	28000	5	155	Vajab san. remonti	1930	Jaagutõrenurme Põltsamaa vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Põltsamaa vald	1	50	Jõgeva maakond	618	Põltsamaa vald													506180000000000000000000000000000	3335163	6503283	614782	58,65413	25,97769	58°39'14.87"	25°58'39.70"
2070902	79000	5	235	Vajab san. remonti	1991	Käo tee Elva Tartumaa	2013	Tartumaa	Tartu maakond, Elva vald, Elva linn, Käo tee 1	3	79	Tartu maakond	171	Elva vald	1586	Elva linn			0SBK	Käo tee			B1NU	1			79171158600000SBK0000B1NU00000000	3006812	6456153	641338	58,22341	26,40578	58°13'24.29"	26°24'20.81"
2070903	225000	6	256	Renoveeritud	1997	Raja tn. Tammelinn Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, Raja tn 1	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SYK	Raja tn			BML9	1			79793815100000SYK0000BML900000000	3111493	6472024	658128	58,36007	26,70216	58°21'36.25"	26°42'7.77"
2070969	14500	1	63	Valmis	2000	Kesk 19a Viru-Jaagupi Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Vinni vald, Viru-Jaagupi alevik, Kesk tn 19a	3	60	Lääne-Viru maakond	901	Vinni vald	9394	Viru-Jaagupi alevik			07F5	Kesk tn			12LK	19a			609019394000007F5000012LK00000000	2832278	6570076	640965	59,24565	26,47084	59°14'44.34"	26°28'15.01"
2070980	41999	NA	307	Valmis	1919	Lepa Kehala Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Vinni vald, Kehala küla, Lepa	3	60	Lääne-Viru maakond	901	Vinni vald	2919	Kehala küla					6XPM	Lepa					609012919000000006XPM000000000000	2831950	6571205	640846	59,25582	26,46948	59°15'20.94"	26°28'10.13"
2071080	93600	3	135	Uus	2010	Koidu 8 Valga Valgamaa	2013	Valgamaa	Valga maakond, Valga vald, Valga linn, Koidu tn 8	3	81	Valga maakond	855	Valga vald	8918	Valga linn			0S6E	Koidu tn			B36I	8			81855891800000S6E0000B36I00000000	3009661	6405368	623016	57,77318	26,06749	57°46'23.45"	26°4'2.98"
2071104	1e+05	3	60.1	Uus	2007	Pihla Laheküla Pihtla vald Saaremaa	2013	Saaremaa	Saare maakond, Saaremaa vald, Laheküla	1	74	Saare maakond	714	Saaremaa vald	4053	Laheküla											747144053000000000000000000000000	2598234	6460013	408973	58,27138	22,44868	58°16'16.96"	22°26'55.24"
2071117	175000	4	217.9	NA	2003	Märja alevik Päikese Veeriku Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Märja alevik	1	79	Tartu maakond	793	Tartu linn	5277	Märja alevik											797935277000000000000000000000000	3020410	6472006	655090	58,361	26,65029	58°21'39.59"	26°39'1.03"
2071191	168000	NA	1960	NA	2013	Karja 97 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Lavassaare alev, Karja tn	2	68	Pärnu maakond	624	Pärnu linn	4165	Lavassaare alev			01RV	Karja tn							686244165000001RV0000000000000000	3039774	6485854	521503	58,51231	24,36895	58°30'44.32"	24°22'8.21"
2071219	94000	4	127	Renoveeritud	1969	Rohu 2 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Rohu tn 2	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0T26	Rohu tn			BDFM	2			68624661900000T260000BDFM00000000	3062849	6473161	528924	58,39792	24,49467	58°23'52.52"	24°29'40.80"
2071225	32000	7	NA	NA	2009	Roheline 23 Sindi Pärnumaa	2013	Pärnumaa	Pärnu maakond, Tori vald, Sindi linn, Roheline tn 23	3	68	Pärnu maakond	809	Tori vald	7607	Sindi linn			0TIJ	Roheline tn			BU77	23			68809760700000TIJ0000BU7700000000	3401371	6473019	538759	58,39588	24,66284	58°23'45.18"	24°39'46.21"
2071261	27000	3	100	Valmis	1942	 Luuri Vändra vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Põhja-Pärnumaa vald, Luuri küla	1	68	Pärnu maakond	638	Põhja-Pärnumaa vald	4586	Luuri küla											686384586000000000000000000000000	2908495	6501838	554804	58,65289	24,94413	58°39'10.39"	24°56'38.88"
2071276	145000	5	180	Renoveeritud	2001	Kadaka talu Kassinurme Jõgeva vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Jõgeva vald, Kassinurme küla, Kadaka	3	50	Jõgeva maakond	247	Jõgeva vald	2818	Kassinurme küla					31SZ	Kadaka					5024728180000000031SZ000000000000	3358106	6506997	644105	58,6787	26,48488	58°40'43.32"	26°29'5.58"
2071282	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071283	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071284	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071285	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071286	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071287	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071288	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071289	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071290	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071291	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071292	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071293	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071294	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071295	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071296	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071297	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071298	4300	4	61.5	Vajab renoveerimist	1973	Tuhajuhani Lilastvere Torma vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond	1	50	Jõgeva maakond	000														500000000000000000000000000000000	3334997	6514322	638837	58,74614	26,39864	58°44'46.11"	26°23'55.10"
2071318	195000	NA	417	Vajab renoveerimist	1910	Tallinna 1 Paide Järvamaa	2013	Järvamaa	Järva maakond, Paide linn, Paide linn, Tallinna tn 1	3	52	Järva maakond	567	Paide linn	5860	Paide linn			0RPV	Tallinna tn			AVDO	1			52567586000000RPV0000AVDO00000000	2663036	6528685	590502	58,88787	25,56976	58°53'16.34"	25°34'11.14"
2071331	40000	NA	152.6	NA	2006	Lillemäe tn 10 Lemmatsi Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Lemmatsi küla, Lillemäe tn 10	3	79	Tartu maakond	283	Kambja vald	4266	Lemmatsi küla			08TU	Lillemäe tn			3MW9	10			792834266000008TU00003MW900000000	2860560	6468756	654588	58,33202	26,63953	58°19'55.26"	26°38'22.31"
2071341	19000	3	89.3	Vajab san. remonti	1960	Väike tn 14 Räpina Räpina vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Räpina vald, Räpina linn, Väike tn 14	3	64	Põlva maakond	708	Räpina vald	7216	Räpina linn			023P	Väike tn			2U4F	14			6470872160000023P00002U4F00000000	3174477	6445327	704460	58,10149	27,46907	58°6'5.37"	27°28'8.64"
2071357	57000	NA	116.1	Valmis	1932	Seljamaa Tamba Varbla vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Lääneranna vald, Tamba küla, Seljamaa	3	68	Pärnu maakond	430	Lääneranna vald	8088	Tamba küla					5K4Z	Seljamaa					684308088000000005K4Z000000000000	2924801	6482645	482750	58,48369	23,70427	58°29'1.28"	23°42'15.36"
2071360	15200	3	74	Valmis	1937	Sarapuu Metsapoole Häädemeeste vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Häädemeeste vald, Metsapoole küla, Sarapuu	3	68	Pärnu maakond	214	Häädemeeste vald	4908	Metsapoole küla					3MGG	Sarapuu					682144908000000003MGG000000000000	2919276	6417638	524499	57,89969	24,41314	57°53'58.88"	24°24'47.32"
2071363	67700	3	161.9	NA	1969	Kalevi Türi Türi vald Järvamaa	2013	Järvamaa	Järva maakond, Türi vald, Türi linn, Kalevi tn 1	3	52	Järva maakond	834	Türi vald	8594	Türi linn			0UFS	Kalevi tn			CI7M	1			52834859400000UFS0000CI7M00000000	3528001	6520077	581355	58,81243	25,40802	58°48'44.76"	25°24'28.88"
2071379	95000	5	227.5	Renoveeritud	1980	Endla tn. Uueveski Viljandi Viljandimaa	2013	Viljandimaa	Viljandi maakond	1	84	Viljandi maakond	000														840000000000000000000000000000000	100010	6470264	593760	58,36281	25,60205	58°21'46.13"	25°36'7.39"
2071634	173000	4	162	Uus	2009	Koidutee Tila Tartu vald Tartumaa	2013	Tartumaa	Tartu maakond, Tartu vald	1	79	Tartu maakond	796	Tartu vald													797960000000000000000000000000000	2822838	6478725	661498	58,41895	26,7644	58°25'8.23"	26°45'51.83"
2071635	4990	3	218.6	Vajab renoveerimist	1930	Mustapali Mustapali Viljandi vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Viljandi vald, Mustapali küla	1	84	Viljandi maakond	899	Viljandi vald	5070	Mustapali küla											848995070000000000000000000000000	3133070	6464105	603396	58,30536	25,76386	58°18'19.31"	25°45'49.91"
2071636	130000	3	109	Uus	2012	Vastemõisa Vastemõisa Suure-Jaani vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Põhja-Sakala vald, Vastemõisa küla, Vastemõisa tee 10	3	84	Viljandi maakond	615	Põhja-Sakala vald	9123	Vastemõisa küla			0OF5	Vastemõisa tee			921O	10			84615912300000OF50000921O00000000	3229358	6478770	584110	58,44113	25,44034	58°26'28.07"	25°26'25.23"
2071649	59000	5	216	Valmis	1984	 1 Rakvere Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Tapa vald, Tapa linn, Rakvere tee 1	3	60	Lääne-Viru maakond	792	Tapa vald	8140	Tapa linn			04N2	Rakvere tee			5QKG	1			607928140000004N200005QKG00000000	2741786	6570126	613172	59,25438	25,98403	59°15'15.78"	25°59'2.49"
2071664	23000	NA	59.3	Valmis	1996	Martsa küla Martsa Toila vald Ida-Virumaa	2013	Ida-Virumaa	Ida-Viru maakond, Toila vald, Martsa küla	1	45	Ida-Viru maakond	803	Toila vald	4799	Martsa küla											458034799000000000000000000000000	2591906	6593151	696621	59,43049	27,46577	59°25'49.75"	27°27'56.79"
2071672	51000	6	159	Renoveeritud	1993	Rahkla Laekvere vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Vinni vald, Rahkla küla	1	60	Lääne-Viru maakond	901	Vinni vald	6729	Rahkla küla											609016729000000000000000000000000	2822761	6553768	644406	59,0982	26,52036	59°5'53.54"	26°31'13.29"
2071678	13650	7	200	Vajab renoveerimist	1928	Võru 70 Valga Valgamaa	2013	Valgamaa	Valga maakond, Valga vald, Valga linn, Võru tn 70	3	81	Valga maakond	855	Valga vald	8918	Valga linn			0SAV	Võru tn			B39X	70			81855891800000SAV0000B39X00000000	3009889	6405034	622739	57,77026	26,06267	57°46'12.93"	26°3'45.61"
2071689	22000	3	77.8	Valmis	1987	Tiigi . Allika Varbla vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Lääneranna vald, Allika küla, Tiigi	3	68	Pärnu maakond	430	Lääneranna vald	1204	Allika küla					5MNX	Tiigi					684301204000000005MNX000000000000	2924831	6479882	485361	58,45898	23,74921	58°27'32.32"	23°44'57.14"
2071696	120000	5	168	Valmis	1969	Mõrra 8a Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Mõrra tn 8a	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SWN	Mõrra tn			B6X0	8a			68624661900000SWN0000B6X000000000	3042481	6472014	526916	58,38775	24,46019	58°23'15.90"	24°27'36.69"
2071698	30000	2	96.5	Renoveeritud	1925	Härgmäe Uuemaa Häädemeeste vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Häädemeeste vald, Uuemaa küla, Härgmäe	3	68	Pärnu maakond	214	Häädemeeste vald	8767	Uuemaa küla					3MZP	Härgmäe					682148767000000003MZP000000000000	2924590	6425698	538255	57,97108	24,64642	57°58'15.88"	24°38'47.10"
2071793	230000	4	200	Valmis	2006	Männimetsa tn Ülenurme Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Ülenurme alevik, Männimetsa tn 1	3	79	Tartu maakond	283	Kambja vald	9835	Ülenurme alevik			08G5	Männimetsa tn			2K7M	1			792839835000008G500002K7M00000000	2887622	6466089	659812	58,30621	26,72678	58°18'22.37"	26°43'36.42"
2071794	48000	4	102.1	Valmis	1918	Sipa tn Märjamaa Märjamaa vald Raplamaa	2013	Raplamaa	Rapla maakond, Märjamaa vald, Märjamaa alev, Sipa tee 1	3	71	Rapla maakond	502	Märjamaa vald	5280	Märjamaa alev			029Q	Sipa tee			124C	1			7150252800000029Q0000124C00000000	3560932	6530523	524821	58,91317	24,4308	58°54'47.40"	24°25'50.88"
