Sisend ID;PAARID;KOHAD;POS_KOHAD;KOLLOKAADID;POS_KOLLOKAADID;NER_KOLLOKAADID;KOKKU;KOHT_KOKKU;KOLL_KOKKU;N;E;Z-skoor;Täisaadress;Kvaliteet;Objekti liik;Koodaadress;L-Est X;L-Est Y;N;E;N (dms);E (dms)
190;Rootsi järgmine;Rootsi;H;järgmine;A;O;1;18;8;45442;0,003168875;17,70798163;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
191;Pirita kuulus;Pirita;H;kuulus;A;O;1;16;9;45442;0,003168875;17,70798163;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
192;Kuimetsa vale;Kuimetsa;H;vale;A;O;1;29;5;45442;0,003190881;17,64642441;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
193;Saksa kitsas;Saksa;H;kitsas;A;O;1;21;7;45442;0,003234893;17,52519576;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
194;Toompea kõrge;Toompea;H;kõrge;A;O;1;5;30;45442;0,003300911;17,3479096;Harju maakond, Tallinn, Kesklinna linnaosa, Toompea tn;Leiti aadress, üks objekti vaste;2;377840298000004AY0000000000000000;6588658;541967;59.43368;24.73949;"59°26'1.26""";"24°44'22.18"""
195;Põltsamaa üksipäine;Põltsamaa;H;üksipäine;A;O;1;6;26;45442;0,003432947;17,00877141;Jõgeva maakond, Põltsamaa vald;Leiti aadress, üks objekti vaste;1;506180000000000000000000000000000;6503283;614782;58.65413;25.97769;"58°39'14.87""";"25°58'39.70"""
196;Saksa hirmus;Saksa;H;hirmus;A;O;2;21;30;45442;0,013863826;16,86815042;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
197;pai endine;pai;S;endine;A;O;1;10;16;45442;0,003520972;16,79333263;Järva maakond, Paide linn;Leiti aadress, üks objekti vaste;1;525670000000000000000000000000000;6533503;592859;58.93061;25.61264;"58°55'50.21""";"25°36'45.50"""
198;Rootsi lihtne;Rootsi;H;lihtne;A;O;1;18;9;45442;0,003564984;16,68861102;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
199;Tallinn kuulus;Tallinn;H;kuulus;A;O;2;72;9;45442;0,014259936;16,62890353;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
200;Tallinn põgenenud;Tallinn;H;põgenenud;A;O;2;72;9;45442;0,014259936;16,62890353;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
201;Toompea terve;Toompea;H;terve;A;O;1;5;33;45442;0,003631002;16,53510483;Harju maakond, Tallinn, Kesklinna linnaosa, Toompea tn;Leiti aadress, üks objekti vaste;2;377840298000004AY0000000000000000;6588658;541967;59.43368;24.73949;"59°26'1.26""";"24°44'22.18"""
202;Saksa tunginud;Saksa;H;tunginud;A;O;1;21;8;45442;0,00369702;16,38571916;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
203;Kuimetsa tuim;Kuimetsa;H;tuim;A;O;1;29;6;45442;0,003829057;16,09859462;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
204;Kuimetsa lustilik;Kuimetsa;H;lustilik;A;O;1;29;6;45442;0,003829057;16,09859462;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
205;Kuimetsa elav;Kuimetsa;H;elav;A;O;1;29;6;45442;0,003829057;16,09859462;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
206;Eesti raske;Eesti;H;raske;A;O;2;21;33;45442;0,015250209;16,07192386;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
207;Moskva tore;Moskva;H;tore;A;O;1;11;16;45442;0,003873069;16,00615678;Võru maakond, Setomaa vald, Mokra küla, Moskva;Leiti aadress, üks objekti vaste;3;877324970000000000QCV000000000000;6394885;701108;57.65073;27.36934;"57°39'2.61""";"27°22'9.61"""
208;Rootsi osav;Rootsi;H;osav;A;O;1;18;10;45442;0,003961093;15,82591282;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
209;Lääs vana;Lääs;H;vana;A;O;1;3;61;45442;0,004027111;15,69461586;Harju maakond, Raasiku vald, Järsi küla, Alajaama 1;Ajalooline aadress, leiti uus kehtiv vaste;3;376512335000000009GER000000000000;6580928;559549;59.3622;25.04713;"59°21'43.92""";"25°2'49.68"""
210;Eesti praegune;Eesti;H;praegune;A;O;1;21;9;45442;0,004159148;15,44143846;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
211;Rootsi sarnane;Rootsi;H;sarnane;A;O;1;18;11;45442;0,004357203;15,08341499;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
212;Moskva õnnetu;Moskva;H;õnnetu;A;O;1;11;18;45442;0,004357203;15,08341499;Võru maakond, Setomaa vald, Mokra küla, Moskva;Leiti aadress, üks objekti vaste;3;877324970000000000QCV000000000000;6394885;701108;57.65073;27.36934;"57°39'2.61""";"27°22'9.61"""
213;Saksa kena;Saksa;H;kena;A;O;2;21;38;45442;0,017560847;14,95984657;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
214;Kuimetsa julge;Kuimetsa;H;julge;A;O;1;29;7;45442;0,004467233;14,89485428;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
215;Eesti osav;Eesti;H;osav;A;O;1;21;10;45442;0,004621275;14,64223676;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
216;Tallinn minev;Tallinn;H;minev;A;O;1;72;3;45442;0,004753312;14,43552503;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
217;Tallinn olev;Tallinn;H;olev;A;O;1;72;3;45442;0,004753312;14,43552503;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
218;Tallinn piinlik;Tallinn;H;piinlik;A;O;1;72;3;45442;0,004753312;14,43552503;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
219;Vene tunginud;Vene;H;tunginud;A;O;1;28;8;45442;0,004929361;14,1728967;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
220;Vene põlev;Vene;H;põlev;A;O;1;28;8;45442;0,004929361;14,1728967;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
221;Liivi viimane;Liivi;H;viimane;A;O;1;15;15;45442;0,004951367;14,14105356;Lääne maakond, Lääne-Nigula vald, Liivi küla;Leiti aadress, üks objekti vaste;1;564414361000000000000000000000000;6523888;498261;58.85431;23.96987;"58°51'15.52""";"23°58'11.53"""
222;Rootsi üksik;Rootsi;H;üksik;A;O;1;18;13;45442;0,005149421;13,86368388;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
223;saksa suur;saksa;G;suur;A;O;1;2;119;45442;0,005237446;13,74547237;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
224;Pirita püha;Pirita;H;püha;A;O;1;16;15;45442;0,005281458;13,68747413;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
225;Jägala kõrge;Jägala;H;kõrge;A;O;1;8;30;45442;0,005281458;13,68747413;Harju maakond, Jõelähtme vald, Jägala küla;Leiti aadress, üks objekti vaste;1;372452299000000000000000000000000;6586712;570366;59.41246;25.23918;"59°24'44.85""";"25°14'21.06"""
226;Pirita paha;Pirita;H;paha;A;O;1;16;15;45442;0,005281458;13,68747413;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
227;Pirita paks;Pirita;H;paks;A;O;1;16;15;45442;0,005281458;13,68747413;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
228;Jägala suur;Jägala;H;suur;A;O;2;8;119;45442;0,020949782;13,67310217;Harju maakond, Jõelähtme vald, Jägala küla;Leiti aadress, üks objekti vaste;1;372452299000000000000000000000000;6586712;570366;59.41246;25.23918;"59°24'44.85""";"25°14'21.06"""
229;Moskva kerge;Moskva;H;kerge;A;O;1;11;22;45442;0,00532547;13,63019387;Võru maakond, Setomaa vald, Mokra küla, Moskva;Leiti aadress, üks objekti vaste;3;877324970000000000QCV000000000000;6394885;701108;57.65073;27.36934;"57°39'2.61""";"27°22'9.61"""
230;Saksa häkiline;Saksa;H;häkiline;A;O;1;21;12;45442;0,005545531;13,35406089;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
231;Saksa punane;Saksa;H;punane;A;O;1;21;12;45442;0,005545531;13,35406089;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
232;Liivi päälik;Liivi;H;päälik;A;O;1;15;17;45442;0,005611549;13,27439389;Lääne maakond, Lääne-Nigula vald, Liivi küla;Leiti aadress, üks objekti vaste;1;564414361000000000000000000000000;6523888;498261;58.85431;23.96987;"58°51'15.52""";"23°58'11.53"""
233;pai haige;pai;S;haige;A;O;1;10;27;45442;0,00594164;12,8961097;Järva maakond, Paide linn;Leiti aadress, üks objekti vaste;1;525670000000000000000000000000000;6533503;592859;58.93061;25.61264;"58°55'50.21""";"25°36'45.50"""
234;Rootsi kentsakas;Rootsi;H;kentsakas;A;O;1;18;15;45442;0,00594164;12,8961097;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
235;Rootsi viimane;Rootsi;H;viimane;A;O;1;18;15;45442;0,00594164;12,8961097;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
236;Moskva imelik;Moskva;H;imelik;A;O;1;11;25;45442;0,00605167;12,77692013;Võru maakond, Setomaa vald, Mokra küla, Moskva;Leiti aadress, üks objekti vaste;3;877324970000000000QCV000000000000;6394885;701108;57.65073;27.36934;"57°39'2.61""";"27°22'9.61"""
237;Vene kardetav;Vene;H;kardetav;A;O;1;28;10;45442;0,006161701;12,66092488;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
238;Tallinn igapäevane;Tallinn;H;igapäevane;A;O;1;72;4;45442;0,006337749;12,4816289;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
239;Rootsi endine;Rootsi;H;endine;A;O;1;18;16;45442;0,006337749;12,4816289;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
240;Tallinn vaevaline;Tallinn;H;vaevaline;A;O;1;72;4;45442;0,006337749;12,4816289;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
241;Tallinn päris;Tallinn;H;päris;A;O;1;72;4;45442;0,006337749;12,4816289;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
242;Tallinn umbusklik;Tallinn;H;umbusklik;A;O;1;72;4;45442;0,006337749;12,4816289;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
243;Tallinn tuline;Tallinn;H;tuline;A;O;1;72;4;45442;0,006337749;12,4816289;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
244;Tallinn saadetud;Tallinn;H;saadetud;A;O;1;72;4;45442;0,006337749;12,4816289;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
245;Kuimetsa rikas;Kuimetsa;H;rikas;A;O;1;29;10;45442;0,006381761;12,4379634;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
246;Tallinn endine;Tallinn;H;endine;A;O;2;72;16;45442;0,025350997;12,40201892;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
247;Eesti rõõmus;Eesti;H;rõõmus;A;O;1;21;14;45442;0,006469786;12,35196728;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
248;Saksa rõõmus;Saksa;H;rõõmus;A;O;1;21;14;45442;0,006469786;12,35196728;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
249;Moskva viimne;Moskva;H;viimne;A;O;1;11;27;45442;0,006535804;12,28860866;Võru maakond, Setomaa vald, Mokra küla, Moskva;Leiti aadress, üks objekti vaste;3;877324970000000000QCV000000000000;6394885;701108;57.65073;27.36934;"57°39'2.61""";"27°22'9.61"""
250;Toompea vana;Toompea;H;vana;A;O;1;5;61;45442;0,006711852;12,12422681;Harju maakond, Tallinn, Kesklinna linnaosa, Toompea tn;Leiti aadress, üks objekti vaste;2;377840298000004AY0000000000000000;6588658;541967;59.43368;24.73949;"59°26'1.26""";"24°44'22.18"""
251;Saksa vana;Saksa;H;vana;A;O;2;21;61;45442;0,02818978;11,74408719;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
252;Moskva hirmus;Moskva;H;hirmus;A;O;1;11;30;45442;0,007262004;11,64947605;Võru maakond, Setomaa vald, Mokra küla, Moskva;Leiti aadress, üks objekti vaste;3;877324970000000000QCV000000000000;6394885;701108;57.65073;27.36934;"57°39'2.61""";"27°22'9.61"""
253;Eesti endine;Eesti;H;endine;A;O;1;21;16;45442;0,007394041;11,54345883;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
254;Lääs suur;Lääs;H;suur;A;O;1;3;119;45442;0,007856168;11,19358618;Harju maakond, Raasiku vald, Järsi küla, Alajaama 1;Ajalooline aadress, leiti uus kehtiv vaste;3;376512335000000009GER000000000000;6580928;559549;59.3622;25.04713;"59°21'43.92""";"25°2'49.68"""
255;Saksa päälik;Saksa;H;päälik;A;O;1;21;17;45442;0,007856168;11,19358618;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
256;Tallinn kahtlane;Tallinn;H;kahtlane;A;O;1;72;5;45442;0,007922187;11,14610694;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
257;Liivi kallis;Liivi;H;kallis;A;O;1;15;24;45442;0,007922187;11,14610694;Lääne maakond, Lääne-Nigula vald, Liivi küla;Leiti aadress, üks objekti vaste;1;564414361000000000000000000000000;6523888;498261;58.85431;23.96987;"58°51'15.52""";"23°58'11.53"""
258;Tallinn vale;Tallinn;H;vale;A;O;1;72;5;45442;0,007922187;11,14610694;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
259;Tallinn tuttav;Tallinn;H;tuttav;A;O;1;72;5;45442;0,007922187;11,14610694;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
260;Vene ainuke;Vene;H;ainuke;A;O;1;28;13;45442;0,008010211;11,0837119;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
261;Vene pime;Vene;H;pime;A;O;1;28;13;45442;0,008010211;11,0837119;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
262;Vene üksik;Vene;H;üksik;A;O;1;28;13;45442;0,008010211;11,0837119;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
263;vene vana;vene;G;vana;A;O;1;6;61;45442;0,008054223;11,05289664;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
264;Põltsamaa vana;Põltsamaa;H;vana;A;O;1;6;61;45442;0,008054223;11,05289664;Jõgeva maakond, Põltsamaa vald;Leiti aadress, üks objekti vaste;1;506180000000000000000000000000000;6503283;614782;58.65413;25.97769;"58°39'14.87""";"25°58'39.70"""
265;Saksa puhas;Saksa;H;puhas;A;O;1;21;18;45442;0,008318296;10,8731435;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
266;Eesti tehtud;Eesti;H;tehtud;A;O;1;21;18;45442;0,008318296;10,8731435;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
267;Eesti kange;Eesti;H;kange;A;O;1;21;19;45442;0,008780423;10,57820896;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
268;Pirita ainus;Pirita;H;ainus;A;O;1;16;25;45442;0,008802429;10,56474337;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
269;Liivi viimne;Liivi;H;viimne;A;O;1;15;27;45442;0,00891246;10,49816087;Lääne maakond, Lääne-Nigula vald, Liivi küla;Leiti aadress, üks objekti vaste;1;564414361000000000000000000000000;6523888;498261;58.85431;23.96987;"58°51'15.52""";"23°58'11.53"""
270;Rootsi kindel;Rootsi;H;kindel;A;O;1;18;23;45442;0,009110515;10,38134845;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
271;Tallinn upsakas;Tallinn;H;upsakas;A;O;1;72;6;45442;0,009506624;10,15870668;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
272;Pirita haige;Pirita;H;haige;A;O;1;16;27;45442;0,009506624;10,15870668;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
273;Tallinn tuim;Tallinn;H;tuim;A;O;1;72;6;45442;0,009506624;10,15870668;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
274;Tallinn alandlik;Tallinn;H;alandlik;A;O;1;72;6;45442;0,009506624;10,15870668;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
275;Tallinn sõjapäälik;Tallinn;H;sõjapäälik;A;O;1;72;6;45442;0,009506624;10,15870668;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
276;Kuimetsa selge;Kuimetsa;H;selge;A;O;1;29;15;45442;0,009572642;10,12294129;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
277;Kuimetsa viimane;Kuimetsa;H;viimane;A;O;1;29;15;45442;0,009572642;10,12294129;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
278;Vene tore;Vene;H;tore;A;O;1;28;16;45442;0,009858721;9,972105817;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
279;Pirita tõene;Pirita;H;tõene;A;O;1;16;28;45442;0,009858721;9,972105817;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
280;Rootsi imelik;Rootsi;H;imelik;A;O;1;18;25;45442;0,009902733;9,949478627;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
281;Liivi kõrge;Liivi;H;kõrge;A;O;1;15;30;45442;0,009902733;9,949478627;Lääne maakond, Lääne-Nigula vald, Liivi küla;Leiti aadress, üks objekti vaste;1;564414361000000000000000000000000;6523888;498261;58.85431;23.96987;"58°51'15.52""";"23°58'11.53"""
282;Liivi hirmus;Liivi;H;hirmus;A;O;1;15;30;45442;0,009902733;9,949478627;Lääne maakond, Lääne-Nigula vald, Liivi küla;Leiti aadress, üks objekti vaste;1;564414361000000000000000000000000;6523888;498261;58.85431;23.96987;"58°51'15.52""";"23°58'11.53"""
283;Saksa kerge;Saksa;H;kerge;A;O;1;21;22;45442;0,010166806;9,816795514;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
284;Kuimetsa tore;Kuimetsa;H;tore;A;O;1;29;16;45442;0,010210818;9,795180225;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
285;Vene päälik;Vene;H;päälik;A;O;1;28;17;45442;0,010474891;9,668343263;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
286;Kose suur;Kose;H;suur;A;O;1;4;119;45442;0,010474891;9,668343263;Harju maakond, Kose vald;Leiti aadress, üks objekti vaste;1;373380000000000000000000000000000;6561137;566682;59.18351;25.16649;"59°11'0.63""";"25°9'59.36"""
287;Saksa kindel;Saksa;H;kindel;A;O;1;21;23;45442;0,010628934;9,59653295;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
288;Kuimetsa päälik;Kuimetsa;H;päälik;A;O;1;29;17;45442;0,010848994;9,496593662;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
