id	year	month	day	protocol_number	X_record_type	maakond	kihelkond	vald	number_of_characters	Added geom info_MNIMI	Added geom info_MKOOD	Added geom info_xcoord	Added geom info_ycoord
"415"	"1885"	"7"	"19"	"170"	"Perekonna- ja pärimisasjad; Sotsiaalabi"	Pärnu	Halliste	Penuja	"326"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"396"	"1867"	"1"	"3"	"2"	"Sõim ja vägivald; Laenud ja võlanõuded; Varavastased kuriteod"	Harju	Kose	Palvere	"1673"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"486"	"1877"	"4"	"30"	"9"	Määratlemata	Harju	Juuru	Juuru	"317"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"1323"	"1888"	"3"	"24"	"3"	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"29"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"4072"	"1832"	"7"	"16"	"16"	Määratlemata	Saare	Kihelkonna	Lümanda	"77"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"21923"	"1852"	"3"	"24"		NULL	Võru	Põlva	Kähri	"106"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"434"	"1912"	"10"	"20"	NULL	"Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted"	Lääne	Hanila	Massu	"538"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"469"	"1859"	"4"	"20"	NULL	NULL	Võru	Räpina	Räpina	"285"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"314"	"1855"	"2"	"21"	"1"	Laenud ja võlanõuded	Saare	Pöide	Laimjala	"303"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"188"	"1823"	"6"	"23"	NULL	NULL	Viljandi	Helme	Lõve	"84"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"197"	"1869"	"3"	"11"	"65"	NULL	Viljandi	Helme	Lõve	"197"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"373"	"1886"	"10"	"16"	"96"	Töö- ja teenistussuhted	Tartu	Kodavere	Pala	"300"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"397"	"1867"	"1"	"3"	"2"	"Sõim ja vägivald; Kahjutasu"	Harju	Kose	Palvere	"1673"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"529"	"1843"	"2"	"27"	NULL	Laenud ja võlanõuded	Viljandi	Paistu	Holstre	"402"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"4349"	"1884"	"7"	NULL	"6"	NULL	Harju	Hageri	Kohila	"21"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"1324"	"1888"	"4"	"14"	"4"	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"29"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"487"	"1877"	"5"	"14"	"10"	Määratlemata	Harju	Juuru	Juuru	"317"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"513"	"1843"	"7"	"10"	NULL	Sõim ja vägivald	Viljandi	Paistu	Holstre	"509"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"136"	"1906"	"9"	"7"	NULL	Perekonna- ja pärimisasjad	Lääne	Vigala	Vigala	"527"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"416"	"1885"	"7"	"19"	"171"	Töö- ja teenistussuhted	Pärnu	Halliste	Penuja	"1159"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"436"	"1912"	"12"	"29"	NULL	NULL	Lääne	Hanila	Massu	"653"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"636"	"1885"	"8"	"9"	"189"	Määratlemata	Pärnu	Halliste	Penuja	"324"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"621"	"1885"	"8"	"9"	"187"	Määratlemata	Pärnu	Halliste	Penuja	"137"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"231"	"1824"	"1"	"19"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"207"	"1913"	"3"	"14"	"1"	NULL	Saare	Pöide	Laimjala	"584"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"639"	"1885"	"8"	"9"	"192"	Määratlemata	Pärnu	Halliste	Penuja	"150"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"488"	"1877"	"5"	"28"	"11"	Määratlemata	Harju	Juuru	Juuru	"338"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"398"	"1867"	"1"	"3"	"2"	"Sõim ja vägivald; Varavastased kuriteod"	Harju	Kose	Palvere	"575"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"417"	"1885"	"7"	"19"	"172"	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	"866"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"1326"	"1888"	"5"	"5"	"5"	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"29"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"1247"	"1871"	"4"	"20"	"5"	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Sooniste	"179"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"659"	"1885"	"8"	"23"	"201"	Töö- ja teenistussuhted	Pärnu	Halliste	Penuja	"278"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"437"	"1885"	"7"	"19"	"178"	Muud üleastumised	Pärnu	Halliste	Penuja	"168"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"470"	"1859"	"4"	"20"	NULL	Laenud ja võlanõuded	Võru	Räpina	Räpina	"437"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"418"	"1885"	"7"	"19"	"173"	NULL	Pärnu	Halliste	Penuja	"339"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"305"	"1874"	"9"	"6"	"53"	Kahjutasu	Harju	Jüri	Rae	"651"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"234"	"1823"	"11"	"14"	NULL	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Viljandi	Helme	Lõve	"1312"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"375"	"1832"	"10"	"22"	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	"113"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"1595"	"1880"	NULL	NULL		Perekonna- ja pärimisasjad	Saare	Kihelkonna	Pidula	"234"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"438"	"1885"	"7"	"19"	"179"	Määratlemata	Pärnu	Halliste	Penuja	"101"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"498"	"1877"	"8"	"6"	"16"	Töö- ja teenistussuhted	Harju	Juuru	Juuru	"2370"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"504"	"1877"	"10"	"1"	"20"	NULL	Harju	Juuru	Juuru	"1483"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"703"	"1885"	"9"	"13"	"212"	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	"344"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"150"	"1862"	"5"	"11"	NULL	NULL	Tartu	Võnnu	Sarakuste	"159"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"315"	"1855"	"3"	"30"	"2"	NULL	Saare	Pöide	Laimjala	"381"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"348"	"1890"	"10"	"26"	NULL	Perekonna- ja pärimisasjad	Lääne	Käina	Putkaste	"550"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"11834"	"1888"	"1"	"11"	"3"	"Töö- ja teenistussuhted; Laenud ja võlanõuded"	Harju	Kuusalu	Kolga	"269"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"3816"	"1884"	"11"	"23"	"162"	Laenud ja võlanõuded	Pärnu	Tori	Sindi	"149"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"3878"	"1871"	"3"	"26"		NULL	Harju	Harju-Madise	Padise (Kloostri)	"159"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"1154"	"1886"	"1"	"22"	"2"	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"60"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"4350"	"1875"	"4"	"5"	"14"	Määratlemata	Viru	Haljala	Vihula	"60"				
"376"	"1832"	"10"	"29"	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	"113"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"497"	"1877"	"8"	"6"	"16"	NULL	Harju	Juuru	Juuru	"556"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"328"	"1874"	"1"	"11"	NULL	Töö- ja teenistussuhted	Tartu	Kodavere	Alatskivi	"694"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"341"	"1874"	"3"	"22"	"32"	Töö- ja teenistussuhted	Tartu	Kodavere	Ranna	"1079"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"660"	"1885"	"8"	"23"	"202"	Sõim ja vägivald	Pärnu	Halliste	Penuja	"683"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"143"	"1862"	"5"	"11"	NULL	NULL	Tartu	Võnnu	Sarakuste	"141"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"217"	"1823"	"9"	"1"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"81"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"678"	"1874"	"2"	"7"	"7"	"Varalised tehingud; Sõim ja vägivald"	Harju	Kose	Habaja	"1724"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"491"	"1877"	"6"	"11"	"12"	Määratlemata	Harju	Juuru	Juuru	"331"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"378"	"1832"	"11"	"12"	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	"117"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"232"	"1823"	"12"	"8"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"244"	"1824"	"3"	"29"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"270"	"1874"	"8"	"23"	"45"	NULL	Harju	Jüri	Rae	"437"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"15012"	"1872"	"5"	"18"		NULL	Harju	Kose	Triigi	"132"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"1127"	"1872"	"3"	"29"		Laenud ja võlanõuded	Tartu	Kodavere	Kokora	"144"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"1328"	"1888"	"5"	"28"	"6"	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"29"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"3516"	"1879"	"2"	"5"	"2"	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Sooniste	"160"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"200"	"1840"	"3"	"31"	NULL	Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Pärnu	Pärnu-Elisabethi	Ülejõe	"250"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"342"	"1872"	"6"	"2"	"15"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Maarja-Magdaleena	Jõe	"376"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"242"	"1824"	"4"	"5"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"917"	"1867"	"8"	"24"		"Varalised tehingud; Töö- ja teenistussuhted"	Harju	Risti	Vihterpalu	"455"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"5308"	"1889"	"1"	"30"	"2"	NULL	Lääne	Ridala	Võnnu	"166"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"2896"	"1868"	"9"	"6"	"59"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Pärnu	Halliste	Pornuse	"453"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"379"	"1832"	"11"	"19"	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	"117"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"343"	"1873"	"1"	"9"	"3"	Sõim ja vägivald	Tartu	Maarja-Magdaleena	Jõe	"316"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"5720"	"1833"	"3"	"11"	"11"	Määratlemata	Saare	Kihelkonna	Lümanda	"77"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"2481"	"1870"	"7"	"7"		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Põltsamaa	Pajusi	"177"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"135"	"1867"	"2"	"11"	NULL	Kahjutasu	Harju	Juuru	Juuru	"1408"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"317"	"1855"	"3"	"30"	"2"	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	"381"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"253"	"1844"	"2"	"11"	NULL	NULL	Pärnu	Halliste	Abja	"21"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"1814"	"1871"	"9"	"28"		NULL	Järva	Anna	Eivere	"219"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"336"	"1874"	"2"	"1"	"27"	Määratlemata	Tartu	Kodavere	Ranna	"431"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"380"	"1832"	"11"	"26"	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	"117"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"171"	"1874"	"1"	"4"	NULL	Varalised tehingud	Tartu	Kodavere	Alatskivi	"302"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"499"	"1877"	"8"	"20"	"17"	NULL	Harju	Juuru	Juuru	"164"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"215"	"1862"	"7"	"28"	NULL	Töö- ja teenistussuhted	Tartu	Võnnu	Sarakuste	"262"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"1445"	"1867"	"7"	"26"		Määratlemata	Lääne	Kullamaa	Väike-Kullamaa	"42"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"179"	"1823"	"4"	"28"	NULL	NULL	Viljandi	Helme	Lõve	"84"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"1173"	"1864"	"11"	"30"		"Vallamagas; Laenud ja võlanõuded"	Võru	Räpina	Räpina	"517"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"175"	"1843"	"1"	"2"	NULL	Töö- ja teenistussuhted	Viljandi	Paistu	Holstre	"627"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"237"	"1823"	"11"	"14"	NULL	"Varalised tehingud; Laenud ja võlanõuded"	Viljandi	Helme	Lõve	"367"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"235"	"1824"	"1"	"26"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"331"	"1874"	"8"	"27"	"85"	"Töö- ja teenistussuhted; Muud üleastumised"	Tartu	Kodavere	Ranna	"621"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"381"	"1832"	"12"	"3"	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	"116"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"662"	"1885"	"8"	"23"	"203"	Töö- ja teenistussuhted	Pärnu	Halliste	Penuja	"610"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"419"	"1885"	"7"	"19"	"173"	Kahjutasu	Pärnu	Halliste	Penuja	"1107"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"178"	"1823"	"4"	"21"	NULL	NULL	Viljandi	Helme	Lõve	"84"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"318"	"1855"	"5"	"12"	"3"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Saare	Pöide	Laimjala	"340"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"382"	"1832"	"12"	"10"	NULL	NULL	Saare	Kihelkonna	Tagamõisa	"117"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"21933"	"1881"	"3"	"27"	"663"	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	"177"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"439"	"1876"	"7"	"19"	"51"	Töö- ja teenistussuhted	Võru	Urvaste	Vaabina	"752"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"205"	"1840"	"5"	"7"	NULL	NULL	Pärnu	Pärnu-Elisabethi	Ülejõe	"99"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"230"	"1824"	"2"	"9"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"2897"	"1871"	"7"	"6"		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Põltsamaa	Pajusi	"255"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"9460"	"1887"	"1"	"30"		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	"148"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"2414"	"1879"	"3"	"17"	"3"	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"59"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"7707"	"1861"	"12"	"8"	"88"	Varavastased kuriteod	Tartu	Torma	Avinurme	"89"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"420"	"1885"	"7"	"19"	"174"	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	"284"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"432"	"1912"	"7"	"10"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	"1028"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"383"	"1832"	"12"	"17"	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	"117"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"241"	"1824"	"3"	"15"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"421"	"1885"	"7"	"19"	"175"	Perekonna- ja pärimisasjad	Pärnu	Halliste	Penuja	"146"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"537"	"1843"	"4"	"3"	NULL	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Töö- ja teenistussuhted"	Viljandi	Paistu	Holstre	"384"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"449"	"1914"	"8"	"23"	NULL	"Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted"	Lääne	Hanila	Massu	"412"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"199"	"1840"	"4"	"24"	NULL	"Tööotsimisloa ja passi andmine; Vallakohtu asjaajamine ja haldustoimingud "	Pärnu	Pärnu-Elisabethi	Ülejõe	"269"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"180"	"1823"	"5"	"5"	NULL	NULL	Viljandi	Helme	Lõve	"84"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"193"	"1823"	"8"	"26"	NULL	NULL	Viljandi	Helme	Lõve	"84"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"319"	"1855"	"9"	"17"	"4"	Sõim ja vägivald	Saare	Pöide	Laimjala	"582"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"613"	"1872"	"2"	"8"	NULL	"Riiklikud, kiriklikud ja kogukondlikud koormised"	Tartu	Kodavere	Kokora	"262"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7043"	"1829"	"6"	"29"		"Kahjutasu; Varavastased kuriteod"	Viljandi	Paistu	Holstre	"135"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"273"	"1874"	"8"	"23"	"47"	Sõim ja vägivald	Harju	Jüri	Rae	"350"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"284"	"1867"	"7"	"31"	NULL	Sõim ja vägivald	Lääne	Käina	Vaemla	"1081"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"1128"	"1872"	"3"	"29"		Varavastased kuriteod	Tartu	Kodavere	Kokora	"270"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6056"	"1867"	"12"	"15"	"1"	Laenud ja võlanõuded	Järva	Järva-Jaani	Einmanni	"313"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"8501"	"1862"	"9"	"21"	"49"	Varavastased kuriteod	Tartu	Torma	Avinurme	"105"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"8727"	"1854"	"3"	"22"		NULL	Viljandi	Põltsamaa	Uue-Põltsamaa	"62"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"206"	"1840"	"5"	"7"	NULL	Tööotsimisloa ja passi andmine	Pärnu	Pärnu-Elisabethi	Ülejõe	"208"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"251"	"1844"	"2"	"11"	NULL	NULL	Pärnu	Halliste	Abja	"259"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"320"	"1855"	"9"	"17"	"4"	"Sõim ja vägivald; Kahjutasu"	Saare	Pöide	Laimjala	"582"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"14150"	"1856"	"7"	"1"		Laenud ja võlanõuded	Tartu	Kodavere	Ranna	"965"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"337"	"1874"	"2"	"1"	"28"	Töö- ja teenistussuhted	Tartu	Kodavere	Ranna	"473"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"21071"	"1889"	"7"	"14"	"201"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Võnnu	Ahja	"738"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"17677"	"1868"	"3"	"2"		Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Käända	"177"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"240"	"1824"	"3"	"8"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"184"	"1823"	"6"	"9"	NULL	NULL	Viljandi	Helme	Lõve	"84"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"321"	"1855"	"9"	"24"	"5"	"Vallakohtu asjaajamine ja haldustoimingud ; Varalised tehingud"	Saare	Pöide	Laimjala	"557"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"229"	"1824"	"1"	"5"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"18916"	"1887"	"5"	"8"	"42"	Laenud ja võlanõuded	Tartu	Võnnu	Ahja	"231"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"222"	"1823"	"10"	"13"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"275"	"1874"	"8"	"23"	"48"	Kahjutasu	Harju	Jüri	Rae	"350"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"283"	"1868"	"7"	"31"	NULL	NULL	Lääne	Käina	Vaemla	"397"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"269"	"1874"	"8"	"23"	"44"	Sõim ja vägivald	Harju	Jüri	Rae	"371"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"1446"	"1867"	"8"	"26"		Määratlemata	Lääne	Kullamaa	Väike-Kullamaa	"41"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"2663"	"1899"	"2"	"25"	"36"	Kahjutasu	Tartu	Võnnu	Ahja	"367"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"213"	"1913"	"3"	"14"	"1"	NULL	Saare	Pöide	Laimjala	"1023"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"281"	"1874"	"9"	"6"	"51"	"Sõim ja vägivald; Kahjutasu"	Harju	Jüri	Rae	"1264"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"277"	"1874"	"9"	"6"	"49"	Sõim ja vägivald	Harju	Jüri	Rae	"877"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"233"	"1823"	"11"	"14"	NULL	Töö- ja teenistussuhted	Viljandi	Helme	Lõve	"338"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"223"	"1823"	"11"	"24"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"1202"	"1867"	"11"	"23"	"2"	"Kahjutasu; Varavastased kuriteod"	Harju	Risti	Vihterpalu	"417"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"271"	"1874"	"8"	"23"	"45"	Sõim ja vägivald	Harju	Jüri	Rae	"929"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"265"	"1888"	"2"	"9"	"11"	Varavastased kuriteod	Tartu	Kursi	Laeva	"908"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"266"	"1888"	"2"	"9"	"12"	NULL	Tartu	Kursi	Laeva	"375"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"247"	"1824"	"4"	"19"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"322"	"1855"	"12"	"10"	"6"	Töö- ja teenistussuhted	Saare	Pöide	Laimjala	"528"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"339"	"1874"	"2"	"27"	"30"	"Riiklikud, kiriklikud ja kogukondlikud koormised"	Tartu	Kodavere	Ranna	"1239"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"1447"	"1867"	"9"	"30"		Määratlemata	Lääne	Kullamaa	Väike-Kullamaa	"42"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"2044"	"1875"	"10"	"14"	"1"	Kahjutasu	Järva	Anna	Eivere	"290"	Järva maakond	"0052"	593186.001737898	6531205.81501648
