id	year	month	day	protocol_number	X_record_type	maakond	kihelkond	vald	number_of_characters
21902	1868	5	31	139	Kahjutasu	Tartu	Võnnu	Ahja	923
22056	1868	7	19	156	Kahjutasu	Tartu	Võnnu	Ahja	965
22053	1868	6	14	148	Kahjutasu	Tartu	Võnnu	Ahja	604
22055	1868	7	15	153	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Võnnu	Ahja	653
22054	1868	7	2	151	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	802
22211	1872	6	26	12	NULL	Harju	Rapla	Rapla	172
24448	1885	4	5	43	Laenud ja võlanõuded	Võru	Kanepi	Krootuse	951
22058	1871	2	10		Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Kodavere	Pala	583
25247	1886	12	8		Määratlemata	Lääne	Ridala	Sinalepa	178
22061	1881	4	30	671	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Kodavere	Alatskivi	625
23861	1875	10	13	13,22	Laenud ja võlanõuded	Lääne	Pühalepa	Kärdla	530
23935	1875	6	16	16	Sõim ja vägivald; Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Järva	Türi	Kirna	731
22059	1871	2	12		Töö- ja teenistussuhted	Tartu	Kodavere	Pala	1832
22062	1881	4	30	672	Vallamagas	Tartu	Kodavere	Alatskivi	704
23817	1857	10	25	96	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Kahjutasu; Muud üleastumised	Tartu	Kodavere	Alatskivi	243
24146	1879	11	1	28	Kahjutasu; Töö- ja teenistussuhted	Järva	Türi	Kirna	916
23895	1860	7	22	12	Kahjutasu	Tartu	Võnnu	Rasina	304
24094	1872	8	18	38	Määratlemata	Harju	Kose	Palvere	1174
25250	1887	2	7		Määratlemata	Lääne	Ridala	Sinalepa	136
22060	1871	2	20		Laenud ja võlanõuded	Tartu	Kodavere	Pala	3041
22064	1871	3	5		Kahjutasu	Tartu	Kodavere	Pala	1426
24145	1879	10	1	27	Kahjutasu; Töö- ja teenistussuhted	Järva	Türi	Kirna	1290
24449	1880	4	1	12	Varalised tehingud; Laenud ja võlanõuded	Järva	Türi	Kirna	1135
22068	1890	5	11	6	Muud üleastumised	Harju	Hageri	Kohila	2260
23894	1860	7	15	11	Varalised tehingud	Tartu	Võnnu	Rasina	270
21935	1881	4	22	665	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	942
24147	1876	1	10	3,5	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Pühalepa	Kärdla	575
22075	1883	4	8	30	Sõim ja vägivald	Võru	Vastseliina	Misso	726
25253	1887	3	28		Määratlemata	Lääne	Ridala	Sinalepa	134
22077	1881	4	30	673	Perekonna- ja pärimisasjad	Tartu	Kodavere	Alatskivi	1259
22079	1871	3	12		Laenud ja võlanõuded	Tartu	Kodavere	Pala	709
24148	1876	1	10	3,6	Riiklikud, kiriklikud ja kogukondlikud koormised	Lääne	Pühalepa	Kärdla	222
24450	1885	4	5	44	Kahjutasu	Võru	Kanepi	Krootuse	625
22091	1871	3	19		Varalised tehingud	Tartu	Kodavere	Pala	1526
23678	1873	6	1	13	Muud üleastumised	Järva	Türi	Kirna	1253
22081	1912	2	23	5	Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Järva	Türi	Väätsa	1810
22084	1883	4	29	33	Sõim ja vägivald	Võru	Vastseliina	Misso	534
22085	1883	4	29	34	Kahjutasu	Võru	Vastseliina	Misso	1125
454	1841	8	9		Varalised tehingud; Sotsiaalabi	Viljandi	Pilistvere	Arussaare	3369
22082	1912	2	23	6	Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Järva	Türi	Väätsa	2040
22095	1891	1	22	1/18	Perekonna- ja pärimisasjad	Järva	Türi	Väätsa	560
22092	1912	3	8	9	Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Järva	Türi	Väätsa	1268
22097	1871	4	16		Varalised tehingud	Tartu	Kodavere	Pala	1263
22098	1883	4	29	36	Varalised tehingud	Võru	Vastseliina	Misso	653
22086	1883	4	29	35	Laenud ja võlanõuded	Võru	Vastseliina	Misso	772
24149	1876	1	17	4,7	Muud üleastumised	Lääne	Pühalepa	Kärdla	662
22087	1912	2	23	7	Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Järva	Türi	Väätsa	1906
22093	1912	3	8	10	Perekonna- ja pärimisasjad	Järva	Türi	Väätsa	1322
23477	1873	9	15	9	Sõim ja vägivald; Kahjutasu	Lääne	Pühalepa	Kärdla	470
23691	1850	5	5		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Pilistvere	Arussaare	337
23478	1873	9	15	9,13	Sõim ja vägivald	Lääne	Pühalepa	Kärdla	521
22107	1871	4	16		Varalised tehingud	Tartu	Kodavere	Pala	763
22113	1883	5	5	38	Töö- ja teenistussuhted	Võru	Vastseliina	Misso	544
24645	1823	3	16	50	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	945
24150	1876	1	17	4,8	Sõim ja vägivald	Lääne	Pühalepa	Kärdla	561
24748	1880	12	1	50	Laenud ja võlanõuded	Järva	Türi	Kirna	669
22213	1883	8	6	11	Laenud ja võlanõuded	Saare	Kihelkonna	Kihelkonna	385
22102	1890	5	11	2	Sõim ja vägivald	Harju	Hageri	Kohila	3874
24749	1870	4	29	2	Kahjutasu	Järva	Anna	Purdi	612
23479	1873	9	15	9,14	Sõim ja vägivald; Kahjutasu	Lääne	Pühalepa	Kärdla	448
23673	1873	4	2	9	Sõim ja vägivald	Järva	Türi	Kirna	896
22115	1881	5	14	679	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Kodavere	Alatskivi	648
22104	1881	4	30	675	Kahjutasu	Tartu	Kodavere	Alatskivi	803
22112	1881	5	14	678	Töö- ja teenistussuhted	Tartu	Kodavere	Alatskivi	236
22214	1883	8	20	12	Vallakohtu asjaajamine ja haldustoimingud 	Saare	Kihelkonna	Kihelkonna	345
23603	1846	2	8		Laenud ja võlanõuded	Viljandi	Pilistvere	Arussaare	520
22116	1881	5	14		Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Kodavere	Alatskivi	383
22149	1903	10	16	7	Perekonna- ja pärimisasjad	Järva	Türi	Väätsa	946
22099	1883	4	29	37	Töö- ja teenistussuhted	Võru	Vastseliina	Misso	681
22147	1903	9	18	6	Perekonna- ja pärimisasjad	Järva	Türi	Väätsa	883
22108	1871	4	16		Laenud ja võlanõuded	Tartu	Kodavere	Pala	687
23899	1869	10	8		Määratlemata	Järva	Peetri	Silmsi	180
22109	1871	4	16		Laenud ja võlanõuded	Tartu	Kodavere	Pala	766
23485	1873	10	6	29	Varavastased kuriteod	Lääne	Pühalepa	Kärdla	1640
22110	1871	4	16		Varalised tehingud	Tartu	Kodavere	Pala	613
22106	1881	5	14	677	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	891
22111	1871	4	16		Muud üleastumised	Tartu	Kodavere	Pala	537
24151	1876	1	24	5,9	Sõim ja vägivald	Lääne	Pühalepa	Kärdla	2003
23901	1869	11	5		Määratlemata	Järva	Peetri	Silmsi	178
23484	1894	3	11	14	Töö- ja teenistussuhted	Tartu	Võnnu	Ahja	4190
22057	1868	7	19	157	Töö- ja teenistussuhted	Tartu	Võnnu	Ahja	1247
22125	1868	7	19	159	Perekonna- ja pärimisasjad; Varalised tehingud	Tartu	Võnnu	Ahja	1025
22127	1868	7	19	161	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	761
22135	1868	10	25	203	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	528
22128	1868	7	19	162	Kahjutasu	Tartu	Võnnu	Ahja	406
24152	1876	1	28	6,10	Varavastased kuriteod	Lääne	Pühalepa	Kärdla	4442
22129	1868	8	26	179	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Võnnu	Ahja	1515
22133	1868	10	25	202	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	496
24451	1880	4	1	13	Laenud ja võlanõuded	Järva	Türi	Kirna	1214
22138	1871	4	23		Laenud ja võlanõuded	Tartu	Kodavere	Pala	403
23902	1869	11	19		Määratlemata	Järva	Peetri	Silmsi	184
22139	1871	4	23		Varavastased kuriteod	Tartu	Kodavere	Pala	553
22140	1871	4	30		Perekonna- ja pärimisasjad	Tartu	Kodavere	Pala	745
22134	1868	10	25	202	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	496
23903	1869	12	3		Määratlemata	Järva	Peetri	Silmsi	159
22142	1903	2	20	5	Perekonna- ja pärimisasjad	Järva	Türi	Väätsa	772
22148	1871	5	7		Varalised tehingud	Tartu	Kodavere	Pala	1686
22146	1867	8	7	1	Kahjutasu; Varavastased kuriteod	Lääne	Karuse	Saastna	719
22215	1883	8	27	13	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Saare	Kihelkonna	Kihelkonna	348
23904	1869	12	10		Määratlemata	Järva	Peetri	Silmsi	156
22150	1879	6	30	9	Varavastased kuriteod	Järva	Peetri	Väike-Kareda	791
23821	1874	2	1	8	Riiklikud, kiriklikud ja kogukondlikud koormised	Järva	Türi	Kirna	1070
22216	1871	5	14		Riiklikud, kiriklikud ja kogukondlikud koormised	Tartu	Kodavere	Pala	830
24452	1880	4	1	14	Laenud ja võlanõuded	Järva	Türi	Kirna	855
23566	1873	2	7		Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Järva	Türi	Kirna	238
24646	1823	6	1	51	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	730
24750	1870	4	29	4	Laenud ja võlanõuded; Muud üleastumised	Järva	Anna	Purdi	1461
24453	1880	4	1	15	Töö- ja teenistussuhted	Järva	Türi	Kirna	879
22151	1871	5	7		Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Kodavere	Pala	1280
25288	1887	4	24	2	Varavastased kuriteod	Lääne	Ridala	Sinalepa	1067
24647	1823	8	24	52	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	630
24751	1870	4	29	4	Varavastased kuriteod	Järva	Anna	Purdi	116
25183	1885	9	16	3 lisa	Kahjutasu	Lääne	Ridala	Sinalepa	469
22218	1871	5	14		Laenud ja võlanõuded	Tartu	Kodavere	Pala	926
24648	1823	10	8	53	Riiklikud, kiriklikud ja kogukondlikud koormised	Tartu	Torma	Avinurme	420
24455	1880	4	1	16	Varalised tehingud; Töö- ja teenistussuhted	Järva	Türi	Kirna	904
24752	1870	4	29	5	Varavastased kuriteod	Järva	Anna	Purdi	95
25144	1885	3	18	1 lisa	Kahjutasu	Lääne	Ridala	Sinalepa	275
22153	1904	8	26	8	Perekonna- ja pärimisasjad	Järva	Türi	Väätsa	1553
24753	1870	4	29	6	Varavastased kuriteod	Järva	Anna	Purdi	80
22169	1867	9	4	4	Kahjutasu; Varavastased kuriteod	Lääne	Karuse	Saastna	874
22530	1875	1	24		Vallakohtu asjaajamine ja haldustoimingud ; Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	363
22478	1867	2	15		Varavastased kuriteod	Järva	Peetri	Silmsi	889
22154	1910	5	13	9	Perekonna- ja pärimisasjad	Järva	Türi	Väätsa	678
24157	1876	8	30	25	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	128
24456	1873	6	8	30	Varavastased kuriteod	Tartu	Kodavere	Pala	687
24754	1876	10	9	22,35	Töö- ja teenistussuhted	Lääne	Pühalepa	Kärdla	966
24840	1867	9	11		Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Töö- ja teenistussuhted	Tartu	Võnnu	Kiidjärve	678
22158	1890	8	2	8	Varalised tehingud	Harju	Hageri	Kohila	719
22155	1911	1	13	10	Perekonna- ja pärimisasjad	Järva	Türi	Väätsa	658
24158	1876	9	6	26	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	128
22231	1872	5	26	87	Laenud ja võlanõuded	Tartu	Torma	Avinurme	1155
22277	1869	2	21	51	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	905
22157	1890	5	11	3	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	659
22052	1872	4	28	73	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	822
24457	1880	5	1	17	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Järva	Türi	Kirna	1022
22160	1872	4	28	75	Perekonna- ja pärimisasjad; Töö- ja teenistussuhted	Tartu	Torma	Avinurme	1190
24159	1876	9	13	27	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	128
22159	1872	4	28	74	Töö- ja teenistussuhted	Tartu	Torma	Avinurme	699
24160	1876	9	27	28	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	128
24458	1880	5	1	18	Varavastased kuriteod	Järva	Türi	Kirna	858
22163	1872	5	12	78	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Torma	Avinurme	705
22161	1872	4	28	76	Perekonna- ja pärimisasjad; Laenud ja võlanõuded	Tartu	Torma	Avinurme	700
22306	1867	11	3	11	Vallakohtu asjaajamine ja haldustoimingud ; Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	732
22308	1867	11	17	12	Vallakohtu asjaajamine ja haldustoimingud ; Kool	Tartu	Võnnu	Ahja	573
22234	1881	6	11	685	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	357
22164	1872	5	12	79	Sõim ja vägivald	Tartu	Torma	Avinurme	1123
24161	1876	10	4	29	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	128
24459	1880	5	1	19	Varavastased kuriteod	Järva	Türi	Kirna	951
24649	1867	6	16	108	Muud üleastumised	Tartu	Laiuse	Kivijärve	471
25294	1843	8	23		Vallakohtu asjaajamine ja haldustoimingud 	Pärnu	Tõstamaa	Kihnu	540
22167	1881	5	14	683	Muud üleastumised	Tartu	Kodavere	Alatskivi	945
22168	1881	5	14	684	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	1898
24162	1876	10	11	30	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	128
21179	1867	5	26	107	Varalised tehingud	Tartu	Laiuse	Kivijärve	978
22220	1890	9	3	9	Varalised tehingud	Harju	Hageri	Kohila	922
24163	1876	10	18	31	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	128
22324	1867	12	8	13	Vallakohtu asjaajamine ja haldustoimingud ; Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	664
22280	1869	2	21	54	Sõim ja vägivald	Tartu	Võnnu	Ahja	688
22367	1871	8	6		Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Kodavere	Pala	385
22479	1881	7	9	694	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Kodavere	Alatskivi	396
22222	1872	5	19	82	Laenud ja võlanõuded	Tartu	Torma	Avinurme	1210
24164	1876	10	25	32	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	128
22235	1881	6	11	686	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	366
22281	1869	2	21	55	Sõim ja vägivald	Tartu	Võnnu	Ahja	913
23522	1895	2	3	3	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Ahja	684
23628	1847	2	19		Laenud ja võlanõuded	Viljandi	Pilistvere	Arussaare	474
24165	1876	11	1	33	Muud üleastumised	Lääne	Ridala	Sinalepa	219
22533	1881	7	30	699	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Kodavere	Alatskivi	365
22282	1869	2	28	65	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Võnnu	Ahja	427
23568	1895	2	3	4	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	806
23627	1847	2	19		Varalised tehingud; Laenud ja võlanõuded; Varavastased kuriteod	Viljandi	Pilistvere	Arussaare	190
23629	1847	5	15		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Pilistvere	Arussaare	271
24650	1867	9	12	109	Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Tartu	Laiuse	Kivijärve	404
24166	1876	11	8	34	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	107
22534	1881	7	30	700	Sotsiaalabi; Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Tartu	Kodavere	Alatskivi	1044
22484	1872	12	28	6	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Võnnu	Ahja	1553
23569	1895	2	17	5	Varalised tehingud	Tartu	Võnnu	Ahja	912
23635	1848	5	25		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Pilistvere	Arussaare	314
23630	1847	5	30		Määratlemata	Viljandi	Pilistvere	Arussaare	864
24167	1876	11	15	35	Perekonna- ja pärimisasjad	Lääne	Ridala	Sinalepa	523
23631	1847	5	30		Sõim ja vägivald	Viljandi	Pilistvere	Arussaare	512
23570	1843	3	13		Perekonna- ja pärimisasjad	Viljandi	Pilistvere	Arussaare	671
23655	1896	1	25	7	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Töö- ja teenistussuhted	Tartu	Võnnu	Ahja	419
22136	1868	11	8	214	Perekonna- ja pärimisasjad; Laenud ja võlanõuded	Tartu	Võnnu	Ahja	499
22170	1868	11	8	215	Kahjutasu	Tartu	Võnnu	Ahja	520
23632	1847	6	14		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Pilistvere	Arussaare	281
23571	1895	2	17	6	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	747
22172	1868	11	8	217	Sõim ja vägivald	Tartu	Võnnu	Ahja	680
22177	1911	6	9	12	Perekonna- ja pärimisasjad	Järva	Türi	Väätsa	774
22175	1871	5	14		Varalised tehingud	Tartu	Kodavere	Pala	1346
24460	1880	6	2	20	Laenud ja võlanõuded	Järva	Türi	Kirna	1460
22173	1868	11	15	221	Vallakohtu asjaajamine ja haldustoimingud ; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Ahja	1915
23637	1881	12	3	755	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	250
22283	1869	3	7	75	Laenud ja võlanõuded	Tartu	Võnnu	Ahja	441
22176	1871	5	14		Varalised tehingud	Tartu	Kodavere	Pala	1624
23206	1872	10	7	13,23	Sõim ja vägivald	Lääne	Pühalepa	Kärdla	659
22368	1871	8	6		Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Kodavere	Pala	411
23298	1881	11	12	745	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	502
23299	1881	11	12	745	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	502
22178	1912	6	7	13	Perekonna- ja pärimisasjad	Järva	Türi	Väätsa	593
22179	1912	6	21	14	Perekonna- ja pärimisasjad; Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Järva	Türi	Väätsa	548
25199	1885	5	23	61	Kahjutasu	Võru	Kanepi	Krootuse	2108
23309	1892	10	16	27	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Ahja	381
22180	1915	8	13	15	Perekonna- ja pärimisasjad	Järva	Türi	Väätsa	650
22194	1871	10	25	19	Perekonna- ja pärimisasjad	Harju	Rapla	Rapla	1240
22195	1871	11	8	20	Vallamagas	Harju	Rapla	Rapla	1698
22782	1884	7	6		Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	480
22196	1871	11	8	20	Laenud ja võlanõuded	Harju	Rapla	Rapla	1824
22207	1872	4	29	8	Töö- ja teenistussuhted	Harju	Rapla	Rapla	3090
22212	1883	4	23	10	Laenud ja võlanõuded	Saare	Kihelkonna	Kihelkonna	1380
22219	1871	5	14		Laenud ja võlanõuded	Tartu	Kodavere	Pala	1454
22237	1883	5	13	44	Perekonna- ja pärimisasjad; Varalised tehingud	Võru	Vastseliina	Misso	748
22217	1871	5	14		Riiklikud, kiriklikud ja kogukondlikud koormised	Tartu	Kodavere	Pala	630
22165	1872	5	19	80	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Torma	Avinurme	1496
22223	1872	5	19	83	Laenud ja võlanõuded	Tartu	Torma	Avinurme	473
22263	1871	6	11		Varavastased kuriteod	Tartu	Kodavere	Pala	594
24168	1876	11	22	36	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Lääne	Ridala	Sinalepa	463
22221	1872	5	19	81	Laenud ja võlanõuded	Tartu	Torma	Avinurme	1038
25296	1844	12	12		Vallamagas	Pärnu	Tõstamaa	Kihnu	396
21999	1886	7	23		Sõim ja vägivald	Harju	Kose	Palvere	697
22227	1890	9	12	10	Muud üleastumised	Harju	Hageri	Kohila	3992
22228	1872	5	26	85	Laenud ja võlanõuded	Tartu	Torma	Avinurme	1108
22273	1871	6	18		Varalised tehingud	Tartu	Kodavere	Pala	702
22694	1872	6	2	95	Riiklikud, kiriklikud ja kogukondlikud koormised; Laenud ja võlanõuded	Tartu	Torma	Avinurme	257
22230	1872	5	26	86	Laenud ja võlanõuded	Tartu	Torma	Avinurme	1735
22265	1871	6	18		Vallamagas	Tartu	Kodavere	Pala	398
22262	1871	6	11		Laenud ja võlanõuded	Tartu	Kodavere	Pala	407
22343	1868	7	22	26	Vallakohtu asjaajamine ja haldustoimingud ; Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	698
22325	1867	12	8	14	Vallakohtu asjaajamine ja haldustoimingud ; Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	583
22232	1872	5	26	88	Laenud ja võlanõuded	Tartu	Torma	Avinurme	836
22239	1883	5	27	46	Sõim ja vägivald	Võru	Vastseliina	Misso	1029
22639	1867	11	1		Varavastased kuriteod	Järva	Türi	Kirna	271
22695	1872	6	2	96	Riiklikud, kiriklikud ja kogukondlikud koormised	Tartu	Torma	Avinurme	201
24169	1876	12	1		Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	804
22243	1869	1	2	4	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Ahja	333
22326	1867	12	8	15	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Võnnu	Ahja	635
25295	1844	12	12		Vallamagas	Pärnu	Tõstamaa	Kihnu	519
23572	1895	3	3	7	Varalised tehingud	Tartu	Võnnu	Ahja	787
25297	1882	4	5	21	Sõim ja vägivald; Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Järva	Türi	Kirna	1285
25366	1887	6	17	5 lisa	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Sõim ja vägivald	Lääne	Ridala	Sinalepa	1104
22244	1869	1	3	6	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Ahja	325
22812	1872	1	14	5	Töö- ja teenistussuhted	Tartu	Kodavere	Pala	1013
25397	1850	NULL	NULL		Perekonna- ja pärimisasjad	Võru	Vastseliina	Misso	227
24170	1877	1	3	1	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	132
22245	1869	1	7	7	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Ahja	330
22813	1872	1	14	6	Laenud ja võlanõuded	Tartu	Kodavere	Pala	765
24171	1877	1	24	2	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	109
22246	1869	1	7	8	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Ahja	209
22814	1882	12	17	218	Perekonna- ja pärimisasjad	Pärnu	Pärnu-Elisabethi	Sauga	533
25298	1844	12	12		Vallamagas	Pärnu	Tõstamaa	Kihnu	363
25236	1886	5	19	1 lisa	Kahjutasu	Lääne	Ridala	Sinalepa	185
24172	1877	2	8	3	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	121
22247	1869	1	10	9	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Ahja	179
22815	1872	1	21	7	Töö- ja teenistussuhted	Tartu	Kodavere	Pala	777
24173	1877	2	20	4	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	112
22816	1882	12	17	219	Perekonna- ja pärimisasjad	Pärnu	Pärnu-Elisabethi	Sauga	450
24174	1877	3	7	5	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	110
24651	1866	6	20		Muud üleastumised	Tartu	Võnnu	Kiidjärve	1633
25300	1844	12	12		Vallamagas	Pärnu	Tõstamaa	Kihnu	469
22817	1872	1	28	8	Laenud ja võlanõuded	Tartu	Kodavere	Pala	716
24175	1877	3	21	6	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	102
24652	1866	7	25		Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Kiidjärve	1809
24176	1877	4	4	7	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	99
24755	1876	11	6	23,36	Laenud ja võlanõuded	Lääne	Pühalepa	Kärdla	1181
24653	1866	7	25		Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Kiidjärve	847
24177	1877	4	11	8	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	102
24461	1857	7	26		Sõim ja vägivald	Tartu	Äksi	Saadjärve	1038
22241	1868	11	29	230	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Võnnu	Ahja	740
22174	1868	11	22	225	Sõim ja vägivald	Tartu	Võnnu	Ahja	1380
24756	1876	11	6	23,37	Sõim ja vägivald	Lääne	Pühalepa	Kärdla	898
24178	1877	4	25	9	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	149
601	1859	8	3		Laenud ja võlanõuded	Võru	Räpina	Räpina	113
25299	1882	4	5	22	Sõim ja vägivald	Järva	Türi	Kirna	922
22240	1868	11	22	226	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	574
24757	1876	11	6	23,38	Sõim ja vägivald	Lääne	Pühalepa	Kärdla	475
24462	1853	11	11		Perekonna- ja pärimisasjad; Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Viljandi	Pilistvere	Arussaare	2900
24179	1877	5	2	10	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	134
