id	year	month	day	protocol_number	X_record_type	maakond	kihelkond	vald	number_of_characters	Added geom info_KOOD	Added geom info_MAAKOND	Added geom info_KUBERMANG	Added geom info_xcoord	Added geom info_ycoord
"17707"	"1885"	"6"	"28"	"129"	Kahjutasu	Tartu	Võnnu	Ahja	"682"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17711"	"1885"	"7"	"5"	"133"	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Võnnu	Ahja	"1172"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"18598"	"1886"	"8"	"1"	"135"	Kahjutasu	Tartu	Võnnu	Ahja	"959"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17717"	"1897"	"3"	"28"	164/19	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"837"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"21149"	"1871"	"12"	"10"	"152"	Muud üleastumised	Tartu	Torma	Avinurme	"121"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"14623"	"1887"	"7"	"7"	"13"	Töö- ja teenistussuhted	Lääne	Vormsi	Vormsi	"148"	d97206	Haapsalu	Eestimaa	456542.623219875	6540817.18524013
"17713"	"1885"	"7"	"12"	"135"	Kahjutasu	Tartu	Võnnu	Ahja	"722"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17716"	"1897"	"3"	"28"	163/18	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"746"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"18599"	"1886"	"8"	"1"	"136"	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Võnnu	Ahja	"405"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"18849"	"1874"	"10"	"20"		Laenud ja võlanõuded	Lääne	Pühalepa	Kassari	"129"	d97170	Hiiu	Eestimaa	434229.096110494	6532028.56128828
"19176"	"1869"	"6"	"21"	"43"	Määratlemata	Järva	Peetri	Väike-Kareda	"130"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
"19255"	"1870"	"10"	"24"		Määratlemata	Järva	Peetri	Väike-Kareda	"140"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
"19410"	"1868"	"1"	"31"	"47"	Varavastased kuriteod	Viljandi	Viljandi	Karula	"572"	d97202	Viljandi	Liivimaa	586900.072654607	6470796.09598224
"17718"	"1897"	"3"	"28"	165/20	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"702"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"19256"	"1870"	"10"	"31"		Määratlemata	Järva	Peetri	Väike-Kareda	"138"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
"21150"	"1871"	"12"	"10"	"153"	Muud üleastumised	Tartu	Torma	Avinurme	"73"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"20850"	"1896"	"2"	"15"	"5"	Varalised tehingud	Viljandi	Põltsamaa	Adavere	"735"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"21356"	"1889"	"11"	"24"	"287"	Laenud ja võlanõuded	Tartu	Võnnu	Ahja	"1003"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17724"	"1888"	"5"	"24"	6-3	Kahjutasu	Järva	Türi	Väätsa	"1145"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"18600"	"1886"	"8"	"8"	"137"	Laenud ja võlanõuded	Tartu	Võnnu	Ahja	"726"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17727"	"1897"	"4"	"4"	169/24	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"804"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"20462"	"1840"	"9"	"4"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Pärnu	Tori	Sindi	"734"	d97189	Pärnu	Liivimaa	547959.632139925	6478515.38020337
"19177"	"1892"	"5"	"1"	"21"	Töö- ja teenistussuhted	Viljandi	Põltsamaa	Adavere	"1372"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"19257"	"1870"	"11"	"7"		Määratlemata	Järva	Peetri	Väike-Kareda	"140"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
"21151"	"1871"	"12"	"10"	"154"	Muud üleastumised	Tartu	Torma	Avinurme	"114"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"17723"	"1888"	"5"	"24"	6-2	"Sõim ja vägivald; Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. "	Järva	Türi	Väätsa	"1161"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"13464"	"1856"	"12"	"10"		Laenud ja võlanõuded	Viljandi	Põltsamaa	Uue-Põltsamaa	"380"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"17730"	"1897"	"5"	"23"	172/27	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"512"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"17728"	"1897"	"4"	"4"	170/25	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"970"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"5498"	"1864"	"2"	"7"	"9"	Kahjutasu	Tartu	Laiuse	Kivijärve	"532"	d97147	Tartu	Liivimaa	640382.059642705	6520752.9208931
"17720"	"1897"	"3"	"28"	167/22	Perekonna- ja pärimisasjad	Lääne	Emmaste	Emmaste	"799"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"17726"	"1897"	"4"	"4"	168/23	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"811"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"18601"	"1886"	"8"	"8"	"138"	Sõim ja vägivald	Tartu	Võnnu	Ahja	"961"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"19014"	"1883"	"9"	"16"		Kahjutasu	Harju	Kose	Palvere	"292"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"21152"	"1871"	"12"	"10"	"155"	Muud üleastumised	Tartu	Torma	Avinurme	"104"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"25259"	"1873"	"2"	"2"	"5"	NULL	Harju	Kose	Palvere	"404"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"17729"	"1897"	"4"	"4"	171/26	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"939"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"18850"	"1856"	"12"	"17"		Muud üleastumised	Viljandi	Põltsamaa	Uue-Põltsamaa	"402"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"19060"	"1887"	"10"	"9"	"92"	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	"639"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17732"	"1897"	"5"	"23"	174/29	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"509"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"21153"	"1871"	"12"	"10"	"156"	Muud üleastumised	Tartu	Torma	Avinurme	"123"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"17731"	"1897"	"5"	"23"	173/28	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"783"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"18603"	"1908"	"4"	"2"	"5"	Perekonna- ja pärimisasjad	Tartu	Kambja	Vana-Prangli	"1853"	d97128	Tartu	Liivimaa	661075.825296674	6454474.77643702
"18851"	"1856"	"12"	"17"		Varavastased kuriteod	Viljandi	Põltsamaa	Uue-Põltsamaa	"141"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"21462"	"1869"	"7"	"16"		Töö- ja teenistussuhted	Tartu	Kodavere	Pala	"1155"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"19235"	"1870"	"5"	"30"		Muud üleastumised	Järva	Peetri	Väike-Kareda	"693"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
"19018"	"1892"	"3"	"27"	"14"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Viljandi	Põltsamaa	Adavere	"5466"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"17725"	"1888"	"6"	"6"	"7"	"Kahjutasu; Varavastased kuriteod"	Järva	Türi	Väätsa	"1398"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"16133"	"1897"	"3"	"14"	156/11	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"655"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"18852"	"1856"	"12"	"17"		Laenud ja võlanõuded	Viljandi	Põltsamaa	Uue-Põltsamaa	"318"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"21367"	"1872"	"2"	"5"	"5"	"Riiklikud, kiriklikud ja kogukondlikud koormised; Määratlemata"	Tartu	Torma	Avinurme	"666"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"21598"	"1908"	"6"	"26"	"7"	"Perekonna- ja pärimisasjad; Varalised tehingud"	Järva	Türi	Väätsa	"1097"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"17735"	"1888"	"6"	"6"	7-2	Sõim ja vägivald	Järva	Türi	Väätsa	"1142"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"18604"	"1908"	"5"	"29"	"6"	Varalised tehingud	Tartu	Kambja	Vana-Prangli	"1485"	d97128	Tartu	Liivimaa	661075.825296674	6454474.77643702
"20851"	"1840"	"9"	NULL		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Pärnu	Tori	Sindi	"891"	d97189	Pärnu	Liivimaa	547959.632139925	6478515.38020337
"19157"	"1892"	"4"	"11"	"20"	Töö- ja teenistussuhted	Viljandi	Põltsamaa	Adavere	"1421"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"19237"	"1870"	"6"	"6"		Määratlemata	Järva	Peetri	Väike-Kareda	"136"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
"18605"	"1865"	"11"	"12"		Töö- ja teenistussuhted	Tartu	Maarja-Magdaleena	Jõe	"494"	d97150	Tartu	Liivimaa	664889.980319882	6497435.46837665
"18854"	"1856"	"12"	"17"		"Kahjutasu; Muud üleastumised"	Viljandi	Põltsamaa	Uue-Põltsamaa	"738"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"19238"	"1870"	"6"	"13"		Määratlemata	Järva	Peetri	Väike-Kareda	"137"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
"5499"	"1864"	"2"	"7"	"10"	Töö- ja teenistussuhted	Tartu	Laiuse	Kivijärve	"644"	d97147	Tartu	Liivimaa	640382.059642705	6520752.9208931
"19019"	"1870"	"2"	"11"	"4"	Sõim ja vägivald	Järva	Anna	Purdi	"3005"	d97103	Järva	Eestimaa	588900.347092918	6541734.97519993
"7119"	"1865"	"2"	"16"	"43"	Perekonna- ja pärimisasjad	Tartu	Laiuse	Kivijärve	"608"	d97147	Tartu	Liivimaa	640382.059642705	6520752.9208931
"19557"	"1888"	"4"	"1"	"62"	Varavastased kuriteod	Tartu	Võnnu	Ahja	"727"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"18606"	"1866"	"1"	"7"		Varavastased kuriteod	Tartu	Maarja-Magdaleena	Jõe	"412"	d97150	Tartu	Liivimaa	664889.980319882	6497435.46837665
"17714"	"1885"	"7"	"12"	"136"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"1963"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"19048"	"1892"	"4"	"11"	"17"	Töö- ja teenistussuhted	Viljandi	Põltsamaa	Adavere	"1400"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"21451"	"1876"	"11"	"27"	"24"	Varavastased kuriteod	Järva	Peetri	Väike-Kareda	"3153"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
"22636"	"1871"	"11"	"16"		Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Kodavere	Pala	"504"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"17739"	"1888"	"7"	"4"	8-3	Varavastased kuriteod	Järva	Türi	Väätsa	"1288"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"17737"	"1888"	"7"	"4"	"8"	Laenud ja võlanõuded	Järva	Türi	Väätsa	"850"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"17738"	"1888"	"7"	"4"	8-2	Laenud ja võlanõuded	Järva	Türi	Väätsa	"1058"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"17740"	"1888"	"7"	"4"	8-4	Varavastased kuriteod	Järva	Türi	Väätsa	"2611"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"19467"	"1884"	"1"	"27"	"5"	NULL	Harju	Kose	Palvere	"1245"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"19505"	"1889"	"7"	"24"	"2"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Harju	Juuru	Juuru	"907"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"18607"	"1866"	"1"	"7"		Varavastased kuriteod	Tartu	Maarja-Magdaleena	Jõe	"575"	d97150	Tartu	Liivimaa	664889.980319882	6497435.46837665
"17742"	"1888"	"7"	"4"	8-5	"Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. ; Varavastased kuriteod"	Järva	Türi	Väätsa	"1355"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"18855"	"1856"	"12"	"31"		Sõim ja vägivald	Viljandi	Põltsamaa	Uue-Põltsamaa	"399"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"19078"	"1887"	"10"	"23"	"103"	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	"596"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"19342"	"1846"	"1"	"12"		Kahjutasu	Tartu	Kodavere	Pala	"130"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"17744"	"1888"	"7"	"4"	8-6	Varalised tehingud	Järva	Türi	Väätsa	"1724"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"18602"	"1886"	"8"	"8"	"139"	Töö- ja teenistussuhted	Tartu	Võnnu	Ahja	"949"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17642"	"1884"	"4"	"7"	"8"	NULL	Järva	Türi	Vahastu	"682"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"25391"	"1849"	NULL	NULL		Perekonna- ja pärimisasjad	Võru	Vastseliina	Misso	"859"					
"23131"	"1871"	"6"	"15"	"19"	Määratlemata	Järva	Türi	Kirna	"300"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"17748"	"1888"	"7"	"4"	8-10	Laenud ja võlanõuded	Järva	Türi	Väätsa	"548"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"20853"	"1840"	"10"	"10"		Perekonna- ja pärimisasjad	Pärnu	Tori	Sindi	"306"	d97189	Pärnu	Liivimaa	547959.632139925	6478515.38020337
"18856"	"1857"	"1"	"14"		Sõim ja vägivald	Viljandi	Põltsamaa	Uue-Põltsamaa	"1023"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"21463"	"1876"	"12"	"4"	"25"	Määratlemata	Järva	Peetri	Väike-Kareda	"193"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
"22655"	"1886"	"9"	"25"	"25"	NULL	Harju	Kose	Palvere	"200"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"17751"	"1888"	"7"	"4"	8-12	Töö- ja teenistussuhted	Järva	Türi	Väätsa	"1300"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"17844"	"1882"	"8"	"20"	"22"	NULL	Harju	Kose	Palvere	"676"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"17749"	"1888"	"7"	"4"	8-11	"Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. ; Varavastased kuriteod"	Järva	Türi	Väätsa	"2811"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"18609"	"1886"	"8"	"22"	"141"	Sõim ja vägivald	Tartu	Võnnu	Ahja	"786"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"21154"	"1871"	"12"	"10"	"157"	Kahjutasu	Tartu	Torma	Avinurme	"700"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"17759"	"1885"	"7"	"19"	"142"	Varavastased kuriteod	Tartu	Võnnu	Ahja	"688"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17760"	"1885"	"7"	"19"	"143"	Varavastased kuriteod	Tartu	Võnnu	Ahja	"1116"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17756"	"1885"	"7"	"12"	"139"	Laenud ja võlanõuded	Tartu	Võnnu	Ahja	"540"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"19222"	"1866"	"10"	"31"	"52"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Kahkva	"243"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"17752"	"1867"	"8"	"1"		"Vallakohtu asjaajamine ja haldustoimingud ; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Pärnu	Pärnu-Elisabethi	Sauga	"364"					
"17734"	"1867"	"2"	"13"		Kool	Pärnu	Pärnu-Elisabethi	Sauga	"2770"					
"8296"	"1894"	"3"	"11"	63/11	Töö- ja teenistussuhted	Lääne	Emmaste	Emmaste	"544"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"17757"	"1885"	"7"	"19"	"140"	NULL	Tartu	Võnnu	Ahja	"741"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"19017"	"1883"	"10"	"7"	"25"	Sõim ja vägivald	Harju	Kose	Palvere	"1347"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"17842"	"1891"	"3"	"29"	"1"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Viljandi	Põltsamaa	Adavere	"1606"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"17754"	"1885"	"7"	"12"	"137"	Laenud ja võlanõuded	Tartu	Võnnu	Ahja	"504"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"20852"	"1840"	"10"	"10"		Perekonna- ja pärimisasjad	Pärnu	Tori	Sindi	"844"	d97189	Pärnu	Liivimaa	547959.632139925	6478515.38020337
"17758"	"1885"	"7"	"19"	"141"	Kahjutasu	Tartu	Võnnu	Ahja	"666"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17847"	"1869"	"4"	"5"		"Laenud ja võlanõuded; Varavastased kuriteod"	Harju	Juuru	Juuru	"3272"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"17765"	"1885"	"7"	"19"	"148"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"534"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"18857"	"1857"	"1"	"14"		Kahjutasu	Viljandi	Põltsamaa	Uue-Põltsamaa	"96"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"17764"	"1885"	"7"	"19"	"147"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"588"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17761"	"1885"	"7"	"19"	"144"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"501"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17763"	"1885"	"7"	"19"	"146"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"521"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17769"	"1885"	"7"	"26"	"152"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"759"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17767"	"1885"	"7"	"26"	"150"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"1861"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"21464"	"1876"	"12"	"11"	"26"	Määratlemata	Järva	Peetri	Väike-Kareda	"193"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
"17762"	"1885"	"7"	"19"	"145"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"423"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17766"	"1885"	"7"	"19"	"149"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"527"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17770"	"1885"	"7"	"26"	"153"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"829"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"18858"	"1857"	"1"	"28"		Varavastased kuriteod	Viljandi	Põltsamaa	Uue-Põltsamaa	"508"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"17768"	"1885"	"7"	"26"	"151"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"886"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17641"	"1866"	"1"	"17"		"Perekonna- ja pärimisasjad; Kahjutasu"	Pärnu	Pärnu-Elisabethi	Sauga	"1162"					
"17771"	"1885"	"7"	"26"	"154"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"586"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"21660"	"1881"	"3"	"5"	"633"	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	"291"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"21533"	"1886"	"4"	"9"	"7"	NULL	Harju	Kose	Palvere	"1442"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"8306"	"1894"	"3"	"11"	64/12	Varalised tehingud	Lääne	Emmaste	Emmaste	"1446"	d97106	Hiiu	Eestimaa	416514.381092764	6515338.43308878
"17773"	"1867"	"11"	"13"		"Varalised tehingud; Laenud ja võlanõuded"	Pärnu	Pärnu-Elisabethi	Sauga	"1810"					
"17825"	"1885"	"7"	"26"	"162"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"584"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17775"	"1868"	"1"	"22"		"Perekonna- ja pärimisasjad; Töö- ja teenistussuhted"	Pärnu	Pärnu-Elisabethi	Sauga	"753"					
"19223"	"1866"	"10"	"31"	"54"	Sõim ja vägivald	Võru	Räpina	Kahkva	"834"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"17778"	"1869"	"2"	"1"		Töö- ja teenistussuhted	Harju	Juuru	Juuru	"1102"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"17822"	"1885"	"7"	"26"	"161"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"114"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"21155"	"1871"	"12"	"10"	"158"	Muud üleastumised	Tartu	Torma	Avinurme	"1713"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"19085"	"1892"	"4"	"11"	"18"	Töö- ja teenistussuhted	Viljandi	Põltsamaa	Adavere	"1337"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"18610"	"1847"	"11"	"25"		Määratlemata	Võru	Põlva	Kähri	"771"	d97168	Võru	Liivimaa	682892.830410343	6434294.26803686
"17797"	"1865"	"6"	"18"		Varavastased kuriteod	Tartu	Maarja-Magdaleena	Jõe	"782"	d97150	Tartu	Liivimaa	664889.980319882	6497435.46837665
"17810"	"1872"	"11"	"1"	"33"	Töö- ja teenistussuhted	Harju	Kose	Triigi	"496"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"17823"	"1885"	"8"	"9"		"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"51"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"21466"	"1876"	"12"	"18"	"27"	NULL	Järva	Peetri	Väike-Kareda	"256"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
"17798"	"1865"	"6"	NULL		Varavastased kuriteod	Tartu	Maarja-Magdaleena	Jõe	"262"	d97150	Tartu	Liivimaa	664889.980319882	6497435.46837665
"17811"	"1872"	"11"	"1"	"34"	Kahjutasu	Harju	Kose	Triigi	"445"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"17852"	"1885"	"8"	"2"	"166"	Kahjutasu	Tartu	Võnnu	Ahja	"1026"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"17824"	"1885"	"10"	"18"		"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Tartu	Võnnu	Ahja	"50"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"18859"	"1857"	"1"	"28"		Varavastased kuriteod	Viljandi	Põltsamaa	Uue-Põltsamaa	"445"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"18611"	"1848"	"1"	"14"		Varalised tehingud	Võru	Põlva	Kähri	"566"	d97168	Võru	Liivimaa	682892.830410343	6434294.26803686
"25257"	"1873"	"2"	"2"	"5"	NULL	Harju	Kose	Palvere	"184"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"17780"	"1868"	"2"	"19"		Varalised tehingud	Pärnu	Pärnu-Elisabethi	Sauga	"1435"					
"17788"	"1888"	"7"	"4"	8-13	Varavastased kuriteod	Järva	Türi	Väätsa	"718"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"17785"	"1868"	"4"	"8"		Laenud ja võlanõuded	Pärnu	Pärnu-Elisabethi	Sauga	"874"					
"17799"	"1865"	"7"	"2"		Kahjutasu	Tartu	Maarja-Magdaleena	Jõe	"436"	d97150	Tartu	Liivimaa	664889.980319882	6497435.46837665
"18860"	"1857"	"1"	"28"		Varavastased kuriteod	Viljandi	Põltsamaa	Uue-Põltsamaa	"214"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"17792"	"1868"	"4"	"15"		"Varalised tehingud; Laenud ja võlanõuded"	Pärnu	Pärnu-Elisabethi	Sauga	"1412"					
"17789"	"1888"	"8"	"1"	"9"	Kahjutasu	Järva	Türi	Väätsa	"2315"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"17800"	"1865"	"7"	"2"		Määratlemata	Tartu	Maarja-Magdaleena	Jõe	"315"	d97150	Tartu	Liivimaa	664889.980319882	6497435.46837665
"17853"	"1885"	"8"	"2"	"167"	Kahjutasu	Tartu	Võnnu	Ahja	"1041"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"21467"	"1877"	"1"	"15"	"1"	Määratlemata	Järva	Peetri	Väike-Kareda	"205"	d97164	Järva	Eestimaa	604233.153288118	6528547.66536513
