id	year	month	day	protocol_number	X_record_type	maakond	kihelkond	vald	number_of_characters	Added geom info_KOOD	Added geom info_MAAKOND	Added geom info_KUBERMANG	Added geom info_xcoord	Added geom info_ycoord
"399"	"1885"	"7"	"19"	"159"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Pärnu	Halliste	Penuja	"409"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"182"	"1823"	"5"	"19"	NULL	NULL	Viljandi	Helme	Lõve	"84"					
"508"	"1856"	"2"	"17"	"4"	NULL	Tartu	Kodavere	Alatskivi	"211"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"249"	"1869"	"3"	"11"	"66"	Laenud ja võlanõuded	Viljandi	Helme	Lõve	"60"					
"533"	"1843"	"3"	"27"	NULL	Perekonna- ja pärimisasjad	Viljandi	Paistu	Holstre	"348"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"583"	"1899"	"7"	"2"	"2"	"Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Harju	Kose	Palvere	"4025"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"616"	"1885"	"8"	"9"	"182"	Määratlemata	Pärnu	Halliste	Penuja	"122"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"948"	"1864"	"10"	"10"	"17"	Töö- ja teenistussuhted	Järva	Järva-Jaani	Karinu	"448"	d97119	Järva	Eestimaa	609854.595864574	6547460.4743589
"1833"	"1870"	"11"	"25"	"34"	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"39"	d97108	Harju	Eestimaa	536333.065548865	6557433.89000259
"12297"	"1869"	"10"	"10"		Määratlemata	Järva	Järva-Jaani	Einmanni	"19"	d97119	Järva	Eestimaa	609854.595864574	6547460.4743589
"10351"	"1868"	"5"	"24"	"26"	Määratlemata	Järva	Türi	Särevere	"133"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"374"	"1876"	"7"	"5"	"45"	"Sõim ja vägivald; Muud üleastumised"	Võru	Urvaste	Vaabina	"752"	d97193	Võru	Liivimaa	656186.778421861	6418530.54864485
"400"	"1885"	"7"	"19"	NULL	NULL	Pärnu	Halliste	Penuja	"799"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"534"	"1843"	"3"	"27"	NULL	Laenud ja võlanõuded	Viljandi	Paistu	Holstre	"331"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"6529"	"1826"	"4"	"21"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Rõngu	Aakre	"190"	d97179	Tartu	Liivimaa	631479.266685926	6444153.29787797
"134"	"1867"	"12"	NULL	NULL	NULL	Harju	Juuru	Juuru	"90"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"183"	"1823"	"5"	"26"	NULL	NULL	Viljandi	Helme	Lõve	"84"					
"189"	"1823"	"6"	"16"	NULL	NULL	Viljandi	Helme	Lõve	"84"					
"201"	"1840"	"4"	"24"	NULL	Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Pärnu	Pärnu-Elisabethi	Ülejõe	"94"					
"949"	"1864"	"10"	"10"	"18"	Varavastased kuriteod	Järva	Järva-Jaani	Karinu	"291"	d97119	Järva	Eestimaa	609854.595864574	6547460.4743589
"1594"	"1878"	"3"	"21"	"44"	NULL	Tartu	Kodavere	Alatskivi	"196"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"476"	"1877"	"1"	"8"	"1"	Määratlemata	Harju	Juuru	Juuru	"359"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"528"	"1843"	"2"	"20"	NULL	Laenud ja võlanõuded	Viljandi	Paistu	Holstre	"742"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"535"	"1843"	"4"	"3"	NULL	Perekonna- ja pärimisasjad	Viljandi	Paistu	Holstre	"205"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"585"	"1899"	"7"	"2"	"3"	Varalised tehingud	Harju	Kose	Palvere	"2995"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"145"	"1862"	"5"	"11"	NULL	NULL	Tartu	Võnnu	Sarakuste	"141"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"190"	"1823"	"7"	"14"	NULL	Kahjutasu	Viljandi	Helme	Lõve	"124"					
"603"	"1859"	"10"	"26"	NULL	Vallamagas	Võru	Räpina	Räpina	"265"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"357"	"1868"	"2"	"12"	"7"	"Riiklikud, kiriklikud ja kogukondlikud koormised"	Tartu	Otepää	Ilmjärve	"215"					
"4348"	"1884"	"4"	"19"	"5"	NULL	Harju	Hageri	Kohila	"21"	d97108	Harju	Eestimaa	536333.065548865	6557433.89000259
"17023"	"1862"	"4"	"28"	"13"	NULL	Saare	Kihelkonna	Kotlandi	"101"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"1441"	"1867"	"5"	"27"		Määratlemata	Lääne	Kullamaa	Väike-Kullamaa	"42"	d97143	Haapsalu	Eestimaa	506039.527501306	6531894.26532655
"426"	"1911"	"12"	"31"	NULL	NULL	Lääne	Hanila	Massu	"667"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"401"	"1885"	"7"	"19"	"160"	"Kahjutasu; Laenud ja võlanõuded"	Pärnu	Halliste	Penuja	"800"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"427"	"1911"	"12"	"31"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	"824"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"185"	"1823"	"6"	"2"	NULL	NULL	Viljandi	Helme	Lõve	"84"					
"191"	"1823"	"7"	"21"	NULL	NULL	Viljandi	Helme	Lõve	"84"					
"12298"	"1869"	"10"	"24"		Määratlemata	Järva	Järva-Jaani	Einmanni	"19"	d97119	Järva	Eestimaa	609854.595864574	6547460.4743589
"358"	"1868"	"2"	"19"	"10"	Töö- ja teenistussuhted	Tartu	Otepää	Ilmjärve	"218"					
"950"	"1864"	"10"	"10"	"19"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Järva	Järva-Jaani	Karinu	"325"	d97119	Järva	Eestimaa	609854.595864574	6547460.4743589
"17561"	"1868"	"11"	"9"		Vallakohtu asjaajamine ja haldustoimingud 	Harju	Juuru	Juuru	"77"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"20696"	"1881"	"1"	"5"		NULL	Lääne	Kullamaa	Käända	"102"	d97143	Haapsalu	Eestimaa	506039.527501306	6531894.26532655
"402"	"1885"	"7"	"19"	"161"	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	"298"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"651"	"1885"	"8"	"23"	"198"	"Määratlemata; Kahjutasu; Laenud ja võlanõuded"	Pärnu	Halliste	Penuja	"2014"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"442"	"1914"	"9"	"27"	NULL	NULL	Lääne	Hanila	Massu	"336"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"186"	"1823"	"6"	"30"	NULL	NULL	Viljandi	Helme	Lõve	"84"					
"202"	"1840"	"5"	"7"	NULL	NULL	Pärnu	Pärnu-Elisabethi	Ülejõe	"41"					
"192"	"1823"	"8"	"18"	NULL	NULL	Viljandi	Helme	Lõve	"80"					
"198"	"1869"	"3"	"24"	"71"	Laenud ja võlanõuded	Viljandi	Helme	Lõve	"49"					
"218"	"1823"	"9"	"8"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"81"					
"478"	"1877"	"1"	"22"	"2"	Laenud ja võlanõuded	Harju	Juuru	Juuru	"1052"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"359"	"1885"	"3"	"1"	"4"	Laenud ja võlanõuded	Saare	Kaarma	Loona	"2198"	d97125	Saare	Liivimaa	411477.626827768	6467197.57331897
"7042"	"1829"	"6"	"22"		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Paistu	Holstre	"26"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"403"	"1885"	"7"	"19"	"162"	NULL	Pärnu	Halliste	Penuja	"406"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"10563"	"1871"	"12"	"30"	"20"	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"55"	d97108	Harju	Eestimaa	536333.065548865	6557433.89000259
"617"	"1885"	"8"	"9"	"183"	Määratlemata	Pärnu	Halliste	Penuja	"101"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"1812"	"1871"	"7"	"28"		NULL	Järva	Anna	Eivere	"217"	d97103	Järva	Eestimaa	588900.347092918	6541734.97519993
"187"	"1823"	"7"	"7"	NULL	NULL	Viljandi	Helme	Lõve	"84"					
"228"	"1824"	"2"	"16"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"					
"360"	"1891"	"9"	"4"	NULL	NULL	Lääne	Hanila	Massu	"590"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"9984"	"1866"	"12"	"24"		NULL	Viru	Haljala	Vihula	"27"	d97109	Viru	Eestimaa	623528.186256397	6596545.33069456
"5254"	"1889"	"7"	"14"	"119"	"Sõim ja vägivald; Varavastased kuriteod"	Tartu	Nõo	Pangodi	"698"	d97158	Tartu	Liivimaa	650181.829503746	6465344.37240442
"5307"	"1889"	"9"	"12"	N95.	Laenud ja võlanõuded	Tartu	Rõngu	Aakre	"310"	d97179	Tartu	Liivimaa	631479.266685926	6444153.29787797
"9975"	"1868"	"10"	"25"		Määratlemata	Järva	Järva-Jaani	Einmanni	"24"	d97119	Järva	Eestimaa	609854.595864574	6547460.4743589
"477"	"1877"	"1"	"22"	"2"	NULL	Harju	Juuru	Juuru	"433"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"404"	"1885"	"7"	"19"	"162"	"Töö- ja teenistussuhted; Laenud ja võlanõuded"	Pärnu	Halliste	Penuja	"935"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"446"	"1913"	"12"	"21"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	"743"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"219"	"1823"	"9"	"24"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"81"					
"361"	"1891"	"9"	"4"	NULL	"Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted"	Lääne	Hanila	Massu	"1026"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"2837"	"1826"	"5"	"20"		Laenud ja võlanõuded	Viljandi	Paistu	Holstre	"164"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"1442"	"1867"	"6"	"17"		Määratlemata	Lääne	Kullamaa	Väike-Kullamaa	"41"	d97143	Haapsalu	Eestimaa	506039.527501306	6531894.26532655
"3199"	"1832"	"6"	"25"	"13"	Määratlemata	Saare	Kihelkonna	Lümanda	"77"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"405"	"1885"	"7"	"19"	"163"	Kahjutasu	Pärnu	Halliste	Penuja	"759"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"458"	"1915"	"10"	"24"	NULL	"Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted"	Lääne	Hanila	Massu	"496"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"220"	"1823"	"9"	"29"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"81"					
"274"	"1874"	"8"	"23"	"48"	NULL	Harju	Jüri	Rae	"140"	d97123	Harju	Eestimaa	550714.889779662	6576677.15156178
"285"	"1867"	"11"	"27"	NULL	NULL	Lääne	Käina	Vaemla	"10"	d97127	Hiiu	Eestimaa	425604.56695176	6522663.04537446
"250"	"1824"	"5"	"6"	NULL	Töö- ja teenistussuhted	Viljandi	Helme	Lõve	"226"					
"536"	"1843"	"4"	"3"	NULL	Laenud ja võlanõuded	Viljandi	Paistu	Holstre	"278"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"362"	"1880"	NULL	NULL	NULL	Varalised tehingud	Lääne	Hanila	Massu	"210"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"406"	"1885"	"7"	"19"	"164"	NULL	Pärnu	Halliste	Penuja	"343"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"7095"	"1829"	"8"	"24"		Määratlemata	Viljandi	Paistu	Holstre	"25"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"390"	"1876"	"7"	"5"	"47"	"Kahjutasu; Muud üleastumised"	Võru	Urvaste	Vaabina	"1591"	d97193	Võru	Liivimaa	656186.778421861	6418530.54864485
"605"	"1859"	"11"	"5"	NULL	Tööotsimisloa ja passi andmine	Võru	Räpina	Räpina	"70"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"455"	"1914"	"11"	"19"	NULL	"Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted"	Lääne	Hanila	Massu	"420"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"221"	"1823"	"10"	"6"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"81"					
"15011"	"1872"	"5"	"4"		NULL	Harju	Kose	Triigi	"172"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"618"	"1885"	"8"	"9"	"184"	Muud üleastumised	Pärnu	Halliste	Penuja	"158"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"647"	"1885"	"8"	"9"	"196"	Perekonna- ja pärimisasjad	Pärnu	Halliste	Penuja	"117"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"479"	"1877"	"2"	"5"	"3"	Varavastased kuriteod	Harju	Juuru	Juuru	"857"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"1673"	"1870"	"3"	"18"		Määratlemata	Järva	Anna	Eivere	"221"	d97103	Järva	Eestimaa	588900.347092918	6541734.97519993
"1320"	"1872"	"5"	"16"		Laenud ja võlanõuded	Tartu	Kodavere	Kokora	"249"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"1676"	"1870"	"4"	"29"		Määratlemata	Järva	Anna	Eivere	"213"	d97103	Järva	Eestimaa	588900.347092918	6541734.97519993
"407"	"1885"	"7"	"19"	"164"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Pärnu	Halliste	Penuja	"1535"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"459"	"1915"	"12"	"15"	NULL	NULL	Lääne	Hanila	Massu	"286"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"10564"	"1872"	"1"	"7"		Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"53"	d97108	Harju	Eestimaa	536333.065548865	6557433.89000259
"272"	"1874"	"8"	"23"	"46"	Sõim ja vägivald	Harju	Jüri	Rae	"223"	d97123	Harju	Eestimaa	550714.889779662	6576677.15156178
"255"	"1844"	"2"	"11"	NULL	"Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. ; Varavastased kuriteod"	Pärnu	Halliste	Abja	"475"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"194"	"1823"	"8"	"11"	NULL	NULL	Viljandi	Helme	Lõve	"80"					
"408"	"1885"	"7"	"19"	"165"	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	"481"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"1104"	"1892"	"11"	"25"	"6"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Viljandi	Põltsamaa	Uue-Põltsamaa	"577"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"428"	"1912"	"7"	"14"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	"394"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"448"	"1841"	"8"	"9"	NULL	NULL	Viljandi	Pilistvere	Arussaare	"2224"	d97165	Viljandi	Liivimaa	595808.273042628	6502944.55580828
"268"	"1874"	"8"	"23"	"43"	Sõim ja vägivald	Harju	Jüri	Rae	"1497"	d97123	Harju	Eestimaa	550714.889779662	6576677.15156178
"239"	"1824"	"3"	"1"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"					
"245"	"1824"	"4"	"12"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"					
"364"	"1880"	"5"	"19"	"6"	Perekonna- ja pärimisasjad	Lääne	Hanila	Massu	"870"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"391"	"1876"	"7"	"19"	"48"	Töö- ja teenistussuhted	Võru	Urvaste	Vaabina	"1024"	d97193	Võru	Liivimaa	656186.778421861	6418530.54864485
"224"	"1823"	"10"	"27"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"81"					
"409"	"1885"	"7"	"19"	"166"	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	"171"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"480"	"1877"	"2"	"19"	"4"	NULL	Harju	Juuru	Juuru	"189"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"649"	"1885"	"8"	"23"	"198"	NULL	Pärnu	Halliste	Penuja	"259"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"606"	"1859"	"11"	"8"	NULL	Tööotsimisloa ja passi andmine	Võru	Räpina	Räpina	"49"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"365"	"1873"	"10"	"1"	"19"	NULL	Harju	Rapla	Rapla	"1198"	d97175	Harju	Eestimaa	544920.930620103	6530656.690495
"656"	"1885"	"8"	"23"	"199"	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	"301"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"951"	"1864"	"10"	"31"	"20"	Varalised tehingud	Järva	Järva-Jaani	Karinu	"580"	d97119	Järva	Eestimaa	609854.595864574	6547460.4743589
"410"	"1885"	"7"	"19"	"167"	NULL	Pärnu	Halliste	Penuja	"62"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"481"	"1877"	"2"	"19"	"4"	Määratlemata	Harju	Juuru	Juuru	"363"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"493"	"1877"	"6"	"25"	"13"	Laenud ja võlanõuded	Harju	Juuru	Juuru	"1277"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"225"	"1823"	"11"	"10"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"					
"464"	"1859"	"2"	"22"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Võru	Räpina	Räpina	"231"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"619"	"1885"	"8"	"9"	"185"	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	"147"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"366"	"1873"	"10"	"1"	"19"	Kahjutasu	Harju	Rapla	Rapla	"1570"	d97175	Harju	Eestimaa	544920.930620103	6530656.690495
"411"	"1885"	"7"	"19"	"167"	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	"340"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"482"	"1877"	"3"	"5"	"5"	Määratlemata	Harju	Juuru	Juuru	"373"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"267"	"1888"	"2"	"9"	"12"	Sõim ja vägivald	Tartu	Kursi	Laeva	"388"	d97144	Tartu	Liivimaa	633749.653824002	6491672.86998366
"226"	"1824"	"2"	"23"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	"80"					
"8404"	"1834"	"1"	"20"	"51"	Määratlemata	Saare	Kihelkonna	Lümanda	"77"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"392"	"1876"	"7"	"19"	"49"	Muud üleastumised	Võru	Urvaste	Vaabina	"477"	d97193	Võru	Liivimaa	656186.778421861	6418530.54864485
"412"	"1885"	"7"	"19"	"168"	Kahjutasu	Pärnu	Halliste	Penuja	"530"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"1009"	"1868"	"6"	"5"		Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Sooniste	"37"	d97143	Haapsalu	Eestimaa	506039.527501306	6531894.26532655
"444"	"1841"	"8"	"9"	NULL	NULL	Viljandi	Pilistvere	Arussaare	"799"	d97165	Viljandi	Liivimaa	595808.273042628	6502944.55580828
"195"	"1823"	"7"	"28"	NULL	Kahjutasu	Viljandi	Helme	Lõve	"122"					
"368"	"1886"	"10"	"16"	"93"	Perekonna- ja pärimisasjad	Tartu	Kodavere	Pala	"184"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"466"	"1859"	"3"	"30"	NULL	NULL	Võru	Räpina	Räpina	"275"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"483"	"1877"	"3"	"19"	"6"	Määratlemata	Harju	Juuru	Juuru	"346"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"338"	"1874"	"2"	"1"	"29"	"Riiklikud, kiriklikud ja kogukondlikud koormised"	Tartu	Kodavere	Ranna	"384"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"303"	"1860"	NULL	NULL	NULL	NULL	Viljandi	Paistu	Holstre	"23"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"1091"	"1892"	"9"	"16"	"3"	Varalised tehingud	Viljandi	Põltsamaa	Uue-Põltsamaa	"479"	d97167	Viljandi	Liivimaa	619399.898861013	6505119.79985203
"393"	"1876"	"7"	"19"	"50"	NULL	Võru	Urvaste	Vaabina	"469"	d97193	Võru	Liivimaa	656186.778421861	6418530.54864485
"700"	"1885"	"8"	"23"	"210"	Perekonna- ja pärimisasjad	Pärnu	Halliste	Penuja	"169"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"514"	"1843"	"6"	"3"	NULL	NULL	Viljandi	Paistu	Holstre	"2102"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"620"	"1885"	"8"	"9"	"186"	Määratlemata	Pärnu	Halliste	Penuja	"104"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"657"	"1885"	"8"	"23"	"200"	Töö- ja teenistussuhted	Pärnu	Halliste	Penuja	"506"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"394"	"1876"	"7"	"19"	"50"	Perekonna- ja pärimisasjad	Võru	Urvaste	Vaabina	"469"	d97193	Võru	Liivimaa	656186.778421861	6418530.54864485
"1813"	"1871"	"8"	"28"		NULL	Järva	Anna	Eivere	"218"	d97103	Järva	Eestimaa	588900.347092918	6541734.97519993
"6900"	"1878"	"1"	"16"		Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Piirsalu	"96"	d97143	Haapsalu	Eestimaa	506039.527501306	6531894.26532655
"484"	"1877"	"4"	"4"	"7"	Määratlemata	Harju	Juuru	Juuru	"340"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"334"	"1874"	"2"	"22"	"25"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Kodavere	Ranna	"410"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"3313"	"1857"	"12"	"13"	"65"	Varavastased kuriteod	Tartu	Torma	Avinurme	"144"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"413"	"1885"	"7"	"19"	"168"	Määratlemata	Pärnu	Halliste	Penuja	"367"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"370"	"1886"	"10"	"16"	"94"	NULL	Tartu	Kodavere	Pala	"774"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"395"	"1867"	"1"	"3"	"1"	NULL	Harju	Kose	Palvere	"199"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"1322"	"1888"	"2"	"18"	"2"	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"29"	d97108	Harju	Eestimaa	536333.065548865	6557433.89000259
"21813"	"1870"	"4"	"15"	"4"	Varavastased kuriteod	Järva	Anna	Purdi	"131"	d97103	Järva	Eestimaa	588900.347092918	6541734.97519993
"3200"	"1832"	"7"	"2"	"14"	Määratlemata	Saare	Kihelkonna	Lümanda	"77"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"485"	"1877"	"4"	"16"	"8"	Määratlemata	Harju	Juuru	Juuru	"321"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"701"	"1885"	"9"	"13"	"211"	"Sõim ja vägivald; Kahjutasu"	Pärnu	Halliste	Penuja	"971"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"433"	"1912"	"11"	"3"	NULL	"Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted"	Lääne	Hanila	Massu	"136"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"371"	"1886"	"10"	"16"	"95"	Perekonna- ja pärimisasjad	Tartu	Kodavere	Pala	"426"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"414"	"1885"	"7"	"19"	"169"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Laenud ja võlanõuded"	Pärnu	Halliste	Penuja	"325"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"445"	"1913"	"12"	"21"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	"743"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"1135"	"1875"	"10"	"17"		NULL	Lääne	Mihkli	Veltsa	"829"	d97153	Pärnu	Liivimaa	505667.596609262	6491323.79966151
"443"	"1914"	"9"	"27"	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	"437"	d97111	Haapsalu	Eestimaa	476278.571612243	6499092.31377567
"468"	"1859"	"4"	"20"	NULL	NULL	Võru	Räpina	Räpina	"41"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"505"	"1877"	"10"	"1"	"20"	Laenud ja võlanõuded	Harju	Juuru	Juuru	"1786"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
"702"	"1885"	"9"	"13"	"212"	NULL	Pärnu	Halliste	Penuja	"17"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"415"	"1885"	"7"	"19"	"170"	"Perekonna- ja pärimisasjad; Sotsiaalabi"	Pärnu	Halliste	Penuja	"326"	d97110	Pärnu	Liivimaa	578199.541828338	6447181.72644882
"396"	"1867"	"1"	"3"	"2"	"Sõim ja vägivald; Laenud ja võlanõuded; Varavastased kuriteod"	Harju	Kose	Palvere	"1673"	d97142	Harju	Eestimaa	571852.864726451	6559021.0883687
"486"	"1877"	"4"	"30"	"9"	Määratlemata	Harju	Juuru	Juuru	"317"	d97124	Harju	Eestimaa	560903.116918857	6542217.16467852
