"Maakond","Vanuserühm","Murdekeele oskus","Mehed Peab omaks mõnd usku","Mehed Luterlane","Mehed Õigeusklik","Mehed Maausuline","Mehed Baptist","Mehed Jehoova tunnistaja","Mehed Taarausuline","Mehed Kristlikud vabakogudused","Mehed Budist","Mehed Eristamata kristlane","Mehed Katoliiklane","Mehed Nelipühilane","Mehed Muu usk","Mehed Usk teadmata","Mehed Ei pea omaks ühtegi usku","Mehed Ei soovinud vastata","Mehed Suhe religiooni teadmata","Naised Peab omaks mõnd usku","Naised Luterlane","Naised Õigeusklik","Naised Maausuline","Naised Baptist","Naised Jehoova tunnistaja","Naised Taarausuline","Naised Kristlikud vabakogudused","Naised Budist","Naised Eristamata kristlane","Naised Katoliiklane","Naised Nelipühilane","Naised Muu usk","Naised Usk teadmata","Naised Ei pea omaks ühtegi usku","Naised Ei soovinud vastata","Naised Suhe religiooni teadmata"
"Harju maakond","15-29","Oskab mõnda murret",307,176,41,12,5,5,9,5,11,4,3,3,31,2,1489,314,3,519,336,68,13,13,3,3,9,10,10,3,6,36,9,1675,445,2
"Harju maakond","15-29","..idamurre",4,1,0,0,0,0,0,0,1,0,0,0,2,0,8,8,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,4,9,0
"Harju maakond","15-29","..keskmurre",3,2,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harju maakond","15-29","..läänemurre",3,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"Harju maakond","15-29","..Mulgi murre",12,6,1,0,0,0,4,0,0,0,0,0,1,0,73,14,0,19,14,0,1,0,0,0,1,0,0,0,0,1,2,63,24,0
"Harju maakond","15-29","..rannikumurre",5,3,1,0,0,0,0,0,0,0,0,0,1,0,12,1,0,9,5,2,1,0,0,0,0,0,0,0,0,1,0,7,2,0
"Harju maakond","15-29","..saarte murre",110,72,10,2,3,2,1,3,1,3,2,1,9,1,549,125,1,201,131,17,4,11,1,0,3,5,5,1,3,16,4,634,173,0
"Harju maakond","15-29","....Kihnu murrak",5,2,3,0,0,0,0,0,0,0,0,0,0,0,14,5,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,13,8,0
"Harju maakond","15-29","..Tartu murre",4,0,0,2,0,0,0,0,1,1,0,0,0,0,16,3,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0
"Harju maakond","15-29","..Võru murre",162,90,27,8,1,3,3,2,7,0,1,2,17,1,800,148,2,275,174,49,7,2,2,3,5,5,5,2,3,15,3,937,227,1
"Harju maakond","15-29","....Setu murrak",32,9,13,1,0,1,2,0,0,0,0,0,6,0,97,34,1,62,20,32,2,0,0,0,1,1,1,2,0,2,1,138,40,0
"Harju maakond","15-29","..oskab murret, kuid täpne murre teadmata",4,2,1,0,0,0,0,0,0,0,0,0,1,0,27,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,7,1
"Harju maakond","15-29","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"Harju maakond","15-29","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Harju maakond","15-29","Ei oska murdeid",2411,1344,340,42,95,44,29,59,33,49,54,39,227,56,24349,4831,45,3642,2331,486,30,146,52,9,93,43,62,82,52,193,63,24064,5133,26
"Harju maakond","15-29","Murdekeele oskus teadmata",4,2,1,0,0,1,0,0,0,0,0,0,0,0,4,10,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1003
"Harju maakond","30-49","Oskab mõnda murret",1234,754,142,63,15,11,34,19,32,18,14,16,89,27,3142,892,3,1551,1034,215,36,28,25,14,26,23,20,31,12,71,16,2795,1065,6
"Harju maakond","30-49","..idamurre",15,6,1,2,1,0,2,0,0,0,0,0,2,1,19,4,0,12,10,1,0,0,0,1,0,0,0,0,0,0,0,17,6,0
"Harju maakond","30-49","..keskmurre",4,0,0,1,0,0,1,0,1,0,0,0,1,0,7,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0
"Harju maakond","30-49","..läänemurre",4,2,1,1,0,0,0,0,0,0,0,0,0,0,10,8,0,15,10,0,1,1,1,0,0,0,0,0,0,0,2,9,3,0
"Harju maakond","30-49","..Mulgi murre",89,50,8,5,1,0,4,1,4,0,0,1,13,2,191,58,0,98,63,6,5,3,3,0,4,5,4,2,1,1,1,189,65,0
"Harju maakond","30-49","..rannikumurre",20,12,2,2,0,0,3,0,0,0,1,0,0,0,32,8,0,25,17,0,2,0,0,1,1,2,0,0,0,1,1,24,13,2
"Harju maakond","30-49","..saarte murre",344,223,28,13,5,0,11,7,4,4,5,7,26,11,932,236,0,448,312,51,9,12,7,6,4,3,7,6,4,23,4,713,286,2
"Harju maakond","30-49","....Kihnu murrak",11,2,4,1,0,0,1,0,0,0,0,0,3,0,23,5,0,7,1,5,0,0,0,0,0,0,0,0,0,1,0,19,6,0
"Harju maakond","30-49","..Tartu murre",29,17,2,3,0,0,0,3,1,0,0,0,2,1,46,10,0,27,20,1,2,0,0,1,0,0,1,1,0,1,0,66,25,0
"Harju maakond","30-49","..Võru murre",711,430,100,35,8,11,13,8,22,14,8,8,42,12,1834,540,3,898,586,153,14,11,14,5,17,13,7,21,6,43,8,1717,634,2
"Harju maakond","30-49","....Setu murrak",150,59,61,9,0,1,4,1,3,1,0,2,7,2,235,85,1,168,53,89,4,4,1,1,2,2,0,3,2,6,1,244,105,0
"Harju maakond","30-49","..oskab murret, kuid täpne murre teadmata",18,14,0,1,0,0,0,0,0,0,0,0,3,0,71,24,0,26,16,3,1,1,0,0,0,0,1,1,1,2,0,54,32,0
"Harju maakond","30-49","....Põhja-Eesti murre",4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,1,1,0,0,0,0,0,0,0,0,1,0,5,4,0
"Harju maakond","30-49","....Lõuna-Eesti murre",2,1,0,0,0,0,0,0,0,0,0,0,1,0,17,3,0,7,5,1,0,0,0,0,0,0,0,0,0,1,0,16,8,0
"Harju maakond","30-49","Ei oska murdeid",5747,3722,582,142,144,55,71,128,125,100,118,77,354,129,29962,6576,61,8525,6043,776,106,289,105,30,200,118,87,175,105,349,142,27418,7943,43
"Harju maakond","30-49","Murdekeele oskus teadmata",4,0,2,1,0,0,0,0,0,0,0,0,0,1,11,23,847,4,1,0,0,1,0,0,0,1,0,0,0,0,1,3,10,515
"Harju maakond","50-64","Oskab mõnda murret",754,478,111,31,14,7,23,10,18,6,10,4,33,9,1530,394,4,1270,886,194,22,30,11,9,17,11,12,17,10,33,18,1825,626,5
"Harju maakond","50-64","..idamurre",10,8,0,0,0,0,1,0,0,0,0,0,0,1,11,4,0,18,14,2,0,0,0,0,0,0,0,0,0,2,0,19,12,0
"Harju maakond","50-64","..keskmurre",2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,4,0,1,0,0,0,0,0,0,0,0,1,0,8,2,0
"Harju maakond","50-64","..läänemurre",9,3,1,2,0,0,0,1,0,0,0,0,1,1,9,5,0,14,11,2,0,0,0,0,0,0,0,0,0,1,0,8,4,0
"Harju maakond","50-64","..Mulgi murre",45,33,3,2,0,0,3,0,0,0,2,0,1,1,136,21,1,139,108,8,2,4,1,2,3,2,1,2,1,2,3,182,70,0
"Harju maakond","50-64","..rannikumurre",30,25,0,3,0,0,0,0,0,0,0,0,1,1,35,9,0,40,33,1,1,0,0,1,2,0,0,1,0,1,0,38,14,1
"Harju maakond","50-64","..saarte murre",165,102,23,6,5,3,3,3,3,2,2,2,10,1,356,100,0,293,197,43,3,10,3,3,2,2,2,4,3,13,8,379,144,2
"Harju maakond","50-64","....Kihnu murrak",2,1,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,7,4,2,0,0,0,0,0,0,0,0,0,0,1,8,6,0
"Harju maakond","50-64","..Tartu murre",22,12,1,4,1,0,1,0,2,0,0,0,1,0,52,13,0,39,25,3,2,2,0,1,1,2,2,0,0,1,0,80,23,0
"Harju maakond","50-64","..Võru murre",441,276,80,12,8,4,15,4,12,2,6,2,16,4,900,221,3,686,468,131,11,13,7,2,9,5,7,10,6,12,5,1071,339,2
"Harju maakond","50-64","....Setu murrak",103,34,57,3,2,0,2,0,1,0,0,1,2,1,112,24,0,132,37,79,0,4,1,0,1,0,3,3,1,3,0,129,52,0
"Harju maakond","50-64","..oskab murret, kuid täpne murre teadmata",30,17,3,2,0,0,0,2,1,2,0,0,3,0,30,20,0,35,26,4,2,1,0,0,0,0,0,0,0,0,2,40,18,0
"Harju maakond","50-64","....Põhja-Eesti murre",8,5,0,1,0,0,0,0,0,1,0,0,1,0,4,3,0,8,6,1,1,0,0,0,0,0,0,0,0,0,0,7,4,0
"Harju maakond","50-64","....Lõuna-Eesti murre",11,4,1,1,0,0,0,1,1,1,0,0,2,0,10,2,0,6,5,0,0,1,0,0,0,0,0,0,0,0,0,9,3,0
"Harju maakond","50-64","Ei oska murdeid",3125,2306,302,52,75,26,53,37,28,33,54,21,110,28,12811,2707,39,5528,4183,548,54,176,43,33,60,47,47,78,36,175,48,15294,4236,41
"Harju maakond","50-64","Murdekeele oskus teadmata",6,3,0,1,1,0,0,0,0,0,1,0,0,0,8,7,272,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,249
"Harju maakond","65 ja vanemad","Oskab mõnda murret",1017,791,137,17,22,3,16,5,5,1,3,2,10,5,1169,202,4,2657,2088,372,12,63,15,11,12,7,10,13,7,42,5,1873,407,5
"Harju maakond","65 ja vanemad","..idamurre",8,8,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,34,33,0,0,0,0,1,0,0,0,0,0,0,0,15,2,0
"Harju maakond","65 ja vanemad","..keskmurre",4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"Harju maakond","65 ja vanemad","..läänemurre",18,14,1,1,1,0,0,1,0,0,0,0,0,0,6,2,0,36,25,7,1,1,0,0,0,1,0,0,0,1,0,21,6,0
"Harju maakond","65 ja vanemad","..Mulgi murre",125,113,5,1,0,0,2,1,1,0,0,0,0,2,182,13,0,321,286,14,3,6,2,1,1,1,3,2,1,1,0,236,55,1
"Harju maakond","65 ja vanemad","..rannikumurre",37,33,1,1,1,0,1,0,0,0,0,0,0,0,39,6,1,136,126,1,0,3,0,2,0,0,1,0,0,2,1,64,12,1
"Harju maakond","65 ja vanemad","..saarte murre",202,144,36,2,9,1,2,0,0,1,2,1,4,0,219,37,0,611,444,99,3,33,0,1,6,1,3,3,2,15,1,432,85,1
"Harju maakond","65 ja vanemad","....Kihnu murrak",7,4,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,8,4,3,0,1,0,0,0,0,0,0,0,0,0,2,3,0
"Harju maakond","65 ja vanemad","..Tartu murre",46,41,3,0,0,0,1,0,1,0,0,0,0,0,52,10,0,146,130,5,0,4,0,1,0,0,0,1,2,3,0,111,28,0
"Harju maakond","65 ja vanemad","..Võru murre",548,412,86,12,10,2,10,3,3,0,1,1,5,3,627,124,3,1301,979,243,4,16,12,5,5,4,3,7,2,18,3,925,203,1
"Harju maakond","65 ja vanemad","....Setu murrak",89,29,56,0,0,1,0,1,1,0,1,0,0,0,70,13,0,243,58,172,0,3,1,1,2,0,1,1,1,3,0,95,37,0
"Harju maakond","65 ja vanemad","..oskab murret, kuid täpne murre teadmata",29,22,5,0,1,0,0,0,0,0,0,0,1,0,30,5,0,56,49,3,1,0,1,0,0,0,0,0,0,2,0,64,15,1
"Harju maakond","65 ja vanemad","....Põhja-Eesti murre",11,10,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,19,18,0,1,0,0,0,0,0,0,0,0,0,0,13,5,0
"Harju maakond","65 ja vanemad","....Lõuna-Eesti murre",7,4,3,0,0,0,0,0,0,0,0,0,0,0,15,2,0,22,20,1,0,0,0,0,0,0,0,0,0,1,0,35,5,0
"Harju maakond","65 ja vanemad","Ei oska murdeid",4278,3683,237,22,96,17,28,13,8,22,25,17,94,16,8657,1674,27,11698,10192,663,37,282,60,23,41,8,53,62,50,200,27,13664,3201,46
"Harju maakond","65 ja vanemad","Murdekeele oskus teadmata",1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,215,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,7,511
"..Tallinn","15-29","Oskab mõnda murret",248,143,31,11,4,5,6,5,8,3,3,2,25,2,1175,247,2,401,255,57,8,11,3,1,7,8,7,3,5,29,7,1352,355,2
"..Tallinn","15-29","..idamurre",3,1,0,0,0,0,0,0,1,0,0,0,1,0,4,6,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0
"..Tallinn","15-29","..keskmurre",3,2,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Tallinn","15-29","..läänemurre",3,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"..Tallinn","15-29","..Mulgi murre",10,6,1,0,0,0,2,0,0,0,0,0,1,0,64,9,0,13,10,0,0,0,0,0,1,0,0,0,0,1,1,48,18,0
"..Tallinn","15-29","..rannikumurre",2,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,7,3,2,1,0,0,0,0,0,0,0,0,1,0,5,2,0
"..Tallinn","15-29","..saarte murre",89,55,9,2,3,2,1,3,1,3,2,1,6,1,443,101,1,156,100,13,2,9,1,0,2,5,3,1,3,14,3,525,138,0
"..Tallinn","15-29","....Kihnu murrak",5,2,3,0,0,0,0,0,0,0,0,0,0,0,9,5,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,8,7,0
"..Tallinn","15-29","..Tartu murre",3,0,0,2,0,0,0,0,1,0,0,0,0,0,12,3,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0
"..Tallinn","15-29","..Võru murre",132,77,19,7,0,3,2,2,4,0,1,1,15,1,624,115,1,214,133,42,5,2,2,1,4,3,4,2,2,11,3,751,184,1
"..Tallinn","15-29","....Setu murrak",26,8,10,1,0,1,1,0,0,0,0,0,5,0,75,28,1,51,13,28,2,0,0,0,1,1,1,2,0,2,1,121,30,0
"..Tallinn","15-29","..oskab murret, kuid täpne murre teadmata",3,1,1,0,0,0,0,0,0,0,0,0,1,0,17,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1
"..Tallinn","15-29","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"..Tallinn","15-29","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"..Tallinn","15-29","Ei oska murdeid",1715,916,249,32,65,34,19,42,25,41,43,27,175,47,16015,3254,24,2582,1604,374,21,103,37,8,64,35,43,66,38,147,42,16591,3573,11
"..Tallinn","15-29","Murdekeele oskus teadmata",3,1,1,0,0,1,0,0,0,0,0,0,0,0,2,10,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,728
"..Tallinn","30-49","Oskab mõnda murret",772,457,90,39,10,10,18,11,21,13,9,13,63,18,1932,579,1,993,653,141,28,15,15,8,13,20,14,23,7,46,10,1770,707,4
"..Tallinn","30-49","..idamurre",10,4,1,1,1,0,1,0,0,0,0,0,1,1,8,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0
"..Tallinn","30-49","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0
"..Tallinn","30-49","..läänemurre",3,1,1,1,0,0,0,0,0,0,0,0,0,0,4,5,0,12,8,0,1,0,1,0,0,0,0,0,0,0,2,6,2,0
"..Tallinn","30-49","..Mulgi murre",51,31,3,4,1,0,2,0,2,0,0,0,7,1,124,42,0,62,41,5,1,1,3,0,0,5,3,2,0,0,1,107,42,0
"..Tallinn","30-49","..rannikumurre",13,6,2,2,0,0,3,0,0,0,0,0,0,0,12,3,0,16,12,0,1,0,0,0,1,2,0,0,0,0,0,11,6,1
"..Tallinn","30-49","..saarte murre",220,142,19,8,4,0,7,4,2,1,3,6,18,6,577,147,0,294,199,31,8,8,4,4,4,2,5,6,2,18,3,465,192,2
"..Tallinn","30-49","....Kihnu murrak",7,2,3,1,0,0,0,0,0,0,0,0,1,0,15,3,0,5,1,3,0,0,0,0,0,0,0,0,0,1,0,12,4,0
"..Tallinn","30-49","..Tartu murre",27,15,2,3,0,0,0,3,1,0,0,0,2,1,30,5,0,20,14,1,2,0,0,1,0,0,0,1,0,1,0,37,18,0
"..Tallinn","30-49","..Võru murre",437,251,62,19,4,10,5,4,16,12,6,7,32,9,1126,353,1,561,361,102,12,5,7,3,8,11,5,13,4,26,4,1102,423,1
"..Tallinn","30-49","....Setu murrak",84,31,34,4,0,1,2,1,2,1,0,2,4,2,134,55,0,107,30,59,4,2,1,0,1,2,0,2,1,4,1,158,69,0
"..Tallinn","30-49","..oskab murret, kuid täpne murre teadmata",11,7,0,1,0,0,0,0,0,0,0,0,3,0,47,18,0,20,12,2,1,1,0,0,0,0,1,1,1,1,0,30,21,0
"..Tallinn","30-49","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,5,3,0,1,0,0,0,0,0,0,0,0,1,0,4,4,0
"..Tallinn","30-49","....Lõuna-Eesti murre",1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,3,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,8,4,0
"..Tallinn","30-49","Ei oska murdeid",3621,2244,393,80,91,30,38,94,96,70,95,46,246,98,17269,4064,33,5469,3752,533,67,184,64,21,153,87,61,146,63,241,97,16421,5025,31
"..Tallinn","30-49","Murdekeele oskus teadmata",4,0,2,1,0,0,0,0,0,0,0,0,0,1,5,17,532,4,1,0,0,1,0,0,0,1,0,0,0,0,1,3,7,345
"..Tallinn","50-64","Oskab mõnda murret",472,301,72,16,9,3,12,8,12,2,10,2,19,6,903,246,3,874,610,131,17,21,8,7,10,8,7,12,7,24,12,1193,407,3
"..Tallinn","50-64","..idamurre",5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,14,12,1,0,0,0,0,0,0,0,0,0,1,0,11,5,0
"..Tallinn","50-64","..keskmurre",2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0
"..Tallinn","50-64","..läänemurre",8,3,1,1,0,0,0,1,0,0,0,0,1,1,5,3,0,12,9,2,0,0,0,0,0,0,0,0,0,1,0,5,3,0
"..Tallinn","50-64","..Mulgi murre",27,19,1,1,0,0,3,0,0,0,2,0,0,1,86,11,0,105,82,6,2,2,1,2,2,2,0,1,1,2,2,112,45,0
"..Tallinn","50-64","..rannikumurre",13,12,0,0,0,0,0,0,0,0,0,0,1,0,7,6,0,23,18,1,1,0,0,1,1,0,0,1,0,0,0,17,8,0
"..Tallinn","50-64","..saarte murre",103,65,15,4,2,1,2,1,1,1,2,0,8,1,214,61,0,202,135,32,1,8,0,2,1,1,2,3,2,10,5,270,100,1
"..Tallinn","50-64","....Kihnu murrak",2,1,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,7,4,2,0,0,0,0,0,0,0,0,0,0,1,7,6,0
"..Tallinn","50-64","..Tartu murre",13,6,1,3,1,0,0,0,2,0,0,0,0,0,36,8,0,29,19,3,1,2,0,1,1,1,0,0,0,1,0,52,15,0
"..Tallinn","50-64","..Võru murre",285,182,51,6,6,2,7,4,8,1,6,2,7,3,537,144,3,469,324,84,9,8,7,1,5,4,5,7,4,8,3,693,217,2
"..Tallinn","50-64","....Setu murrak",64,19,36,2,2,0,2,0,0,0,0,1,1,1,70,19,0,81,23,49,0,2,1,0,1,0,1,2,0,2,0,76,34,0
"..Tallinn","50-64","..oskab murret, kuid täpne murre teadmata",16,7,3,1,0,0,0,2,1,0,0,0,2,0,11,11,0,16,9,2,2,1,0,0,0,0,0,0,0,0,2,27,14,0
"..Tallinn","50-64","....Põhja-Eesti murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0
"..Tallinn","50-64","....Lõuna-Eesti murre",7,1,1,1,0,0,0,1,1,0,0,0,2,0,5,2,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0
"..Tallinn","50-64","Ei oska murdeid",1995,1444,207,27,53,21,24,21,15,27,41,13,83,19,7331,1690,24,3717,2774,416,32,101,28,25,41,36,32,58,25,116,33,9695,2778,31
"..Tallinn","50-64","Murdekeele oskus teadmata",5,3,0,0,1,0,0,0,0,0,1,0,0,0,4,5,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,154
"..Tallinn","65 ja vanemad","Oskab mõnda murret",744,578,101,11,16,2,10,5,4,1,3,1,8,4,784,135,3,1969,1560,278,6,49,6,6,8,4,7,11,3,28,3,1343,282,4
"..Tallinn","65 ja vanemad","..idamurre",6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,23,22,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0
"..Tallinn","65 ja vanemad","..keskmurre",2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"..Tallinn","65 ja vanemad","..läänemurre",15,11,1,1,1,0,0,1,0,0,0,0,0,0,5,1,0,27,20,5,0,1,0,0,0,1,0,0,0,0,0,16,5,0
"..Tallinn","65 ja vanemad","..Mulgi murre",91,83,4,0,0,0,1,1,1,0,0,0,0,1,119,8,0,253,227,12,2,5,1,1,1,0,2,1,0,1,0,171,42,1
"..Tallinn","65 ja vanemad","..rannikumurre",20,18,1,1,0,0,0,0,0,0,0,0,0,0,20,2,1,85,79,0,0,2,0,2,0,0,0,0,0,1,1,38,8,1
"..Tallinn","65 ja vanemad","..saarte murre",148,108,24,1,7,0,2,0,0,1,2,0,3,0,155,27,0,471,341,77,1,27,0,1,4,1,3,2,2,11,1,302,57,1
"..Tallinn","65 ja vanemad","....Kihnu murrak",4,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,4,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0
"..Tallinn","65 ja vanemad","..Tartu murre",40,36,2,0,0,0,1,0,1,0,0,0,0,0,41,5,0,114,100,5,0,4,0,0,0,0,0,1,1,3,0,89,20,0
"..Tallinn","65 ja vanemad","..Võru murre",407,304,66,8,7,2,6,3,2,0,1,1,4,3,415,84,2,948,726,178,3,10,5,1,3,2,2,7,0,10,1,665,137,1
"..Tallinn","65 ja vanemad","....Setu murrak",69,22,44,0,0,1,0,1,0,0,1,0,0,0,43,9,0,168,40,123,0,1,0,0,1,0,1,1,0,1,0,64,26,0
"..Tallinn","65 ja vanemad","..oskab murret, kuid täpne murre teadmata",15,10,3,0,1,0,0,0,0,0,0,0,1,0,19,4,0,34,31,1,0,0,0,0,0,0,0,0,0,2,0,48,11,0
"..Tallinn","65 ja vanemad","....Põhja-Eesti murre",6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0
"..Tallinn","65 ja vanemad","....Lõuna-Eesti murre",4,1,3,0,0,0,0,0,0,0,0,0,0,0,11,2,0,16,15,0,0,0,0,0,0,0,0,0,0,1,0,28,2,0
"..Tallinn","65 ja vanemad","Ei oska murdeid",2928,2500,175,12,62,9,18,11,6,18,20,15,68,14,5659,1160,12,8394,7252,512,25,208,41,18,28,4,39,54,43,150,20,9504,2297,29
"..Tallinn","65 ja vanemad","Murdekeele oskus teadmata",1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,136,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,348
"Hiiu maakond","15-29","Oskab mõnda murret",12,3,1,0,3,2,0,0,0,0,0,0,0,3,63,20,0,13,6,0,0,1,0,0,4,0,0,1,0,0,1,55,19,0
"Hiiu maakond","15-29","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hiiu maakond","15-29","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","15-29","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","15-29","..Mulgi murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Hiiu maakond","15-29","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","15-29","..saarte murre",12,3,1,0,3,2,0,0,0,0,0,0,0,3,60,20,0,13,6,0,0,1,0,0,4,0,0,1,0,0,1,48,17,0
"Hiiu maakond","15-29","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","15-29","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","15-29","..Võru murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"Hiiu maakond","15-29","....Setu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hiiu maakond","15-29","..oskab murret, kuid täpne murre teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Hiiu maakond","15-29","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","15-29","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","15-29","Ei oska murdeid",22,13,0,1,1,1,0,2,0,0,0,0,2,2,579,94,0,35,18,6,0,7,1,0,2,0,0,0,0,1,0,386,76,2
"Hiiu maakond","15-29","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"Hiiu maakond","30-49","Oskab mõnda murret",38,14,2,6,6,2,2,2,0,0,0,0,1,3,138,31,0,56,35,2,0,5,2,0,4,0,1,0,0,5,2,98,38,0
"Hiiu maakond","30-49","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","30-49","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
