"Maakond","Vanuserühm","Murdekeele oskus","Mehed Peab omaks mõnd usku","Mehed Luterlane","Mehed Õigeusklik","Mehed Maausuline","Mehed Baptist","Mehed Jehoova tunnistaja","Mehed Taarausuline","Mehed Kristlikud vabakogudused","Mehed Budist","Mehed Eristamata kristlane","Mehed Katoliiklane","Mehed Nelipühilane","Mehed Muu usk","Mehed Usk teadmata","Mehed Ei pea omaks ühtegi usku","Mehed Ei soovinud vastata","Mehed Suhe religiooni teadmata","Naised Peab omaks mõnd usku","Naised Luterlane","Naised Õigeusklik","Naised Maausuline","Naised Baptist","Naised Jehoova tunnistaja","Naised Taarausuline","Naised Kristlikud vabakogudused","Naised Budist","Naised Eristamata kristlane","Naised Katoliiklane","Naised Nelipühilane","Naised Muu usk","Naised Usk teadmata","Naised Ei pea omaks ühtegi usku","Naised Ei soovinud vastata","Naised Suhe religiooni teadmata"
"..Narva linn","50-64","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","50-64","..Mulgi murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"..Narva linn","50-64","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"..Narva linn","50-64","..saarte murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","50-64","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","50-64","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"..Narva linn","50-64","..Võru murre",2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"..Narva linn","50-64","....Setu murrak",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"..Narva linn","50-64","..oskab murret, kuid täpne murre teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","50-64","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","50-64","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","50-64","Ei oska murdeid",33,19,11,0,0,0,0,0,0,0,0,1,2,0,60,18,0,44,21,19,0,1,1,0,0,0,0,1,0,1,0,31,12,0
"..Narva linn","50-64","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"..Narva linn","65 ja vanemad","Oskab mõnda murret",12,9,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,16,12,3,0,0,0,0,0,0,0,0,1,0,0,8,1,0
"..Narva linn","65 ja vanemad","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","65 ja vanemad","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","65 ja vanemad","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","65 ja vanemad","..Mulgi murre",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","65 ja vanemad","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","65 ja vanemad","..saarte murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"..Narva linn","65 ja vanemad","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","65 ja vanemad","..Tartu murre",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"..Narva linn","65 ja vanemad","..Võru murre",7,5,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"..Narva linn","65 ja vanemad","....Setu murrak",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"..Narva linn","65 ja vanemad","..oskab murret, kuid täpne murre teadmata",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","65 ja vanemad","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","65 ja vanemad","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","65 ja vanemad","Ei oska murdeid",51,39,7,0,1,0,0,0,0,0,2,0,2,0,57,11,0,146,105,28,0,2,2,0,2,0,0,2,3,2,0,93,19,0
"..Narva linn","65 ja vanemad","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Jõgeva maakond","15-29","Oskab mõnda murret",11,6,1,0,1,1,0,0,0,0,0,0,2,0,58,10,0,14,7,3,0,2,0,0,0,0,0,1,0,1,0,54,15,0
"Jõgeva maakond","15-29","..idamurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"Jõgeva maakond","15-29","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","15-29","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","15-29","..Mulgi murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jõgeva maakond","15-29","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","15-29","..saarte murre",3,1,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0
"Jõgeva maakond","15-29","....Kihnu murrak",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","15-29","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Jõgeva maakond","15-29","..Võru murre",7,4,1,0,1,0,0,0,0,0,0,0,1,0,46,8,0,6,0,3,0,2,0,0,0,0,0,1,0,0,0,42,11,0
"Jõgeva maakond","15-29","....Setu murrak",2,0,1,0,1,0,0,0,0,0,0,0,0,0,17,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,8,5,0
"Jõgeva maakond","15-29","..oskab murret, kuid täpne murre teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jõgeva maakond","15-29","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","15-29","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jõgeva maakond","15-29","Ei oska murdeid",146,78,20,1,5,5,3,3,6,0,3,1,18,3,2185,286,8,170,105,17,2,10,12,0,0,1,2,1,4,13,3,1758,239,10
"Jõgeva maakond","15-29","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
"Jõgeva maakond","30-49","Oskab mõnda murret",52,31,3,3,0,2,3,0,1,0,2,0,5,2,230,34,0,62,43,7,2,2,5,1,0,0,1,0,1,0,0,219,52,2
"Jõgeva maakond","30-49","..idamurre",8,8,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,18,17,0,1,0,0,0,0,0,0,0,0,0,0,22,3,0
"Jõgeva maakond","30-49","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","30-49","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","30-49","..Mulgi murre",2,1,1,0,0,0,0,0,0,0,0,0,0,0,13,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0
"Jõgeva maakond","30-49","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jõgeva maakond","30-49","..saarte murre",4,2,0,1,0,0,1,0,0,0,0,0,0,0,19,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0
"Jõgeva maakond","30-49","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Jõgeva maakond","30-49","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
"Jõgeva maakond","30-49","..Võru murre",36,20,2,2,0,2,2,0,1,0,2,0,5,0,164,25,0,35,18,7,1,2,5,1,0,0,0,0,1,0,0,171,41,2
"Jõgeva maakond","30-49","....Setu murrak",10,3,2,0,0,1,2,0,0,0,0,0,2,0,39,6,0,8,2,3,0,1,2,0,0,0,0,0,0,0,0,43,13,0
"Jõgeva maakond","30-49","..oskab murret, kuid täpne murre teadmata",2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0
"Jõgeva maakond","30-49","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jõgeva maakond","30-49","....Lõuna-Eesti murre",1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","30-49","Ei oska murdeid",291,200,20,11,4,14,2,1,3,6,2,6,16,6,2548,338,10,409,301,29,8,8,16,2,4,3,2,4,8,13,11,2167,407,6
"Jõgeva maakond","30-49","Murdekeele oskus teadmata",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47
"Jõgeva maakond","50-64","Oskab mõnda murret",88,55,15,2,1,4,2,1,1,1,1,1,4,0,244,46,1,120,93,13,0,0,6,1,0,0,1,1,0,4,1,254,57,0
"Jõgeva maakond","50-64","..idamurre",15,9,1,2,0,1,0,0,1,0,0,1,0,0,29,5,0,14,12,0,0,0,1,0,0,0,1,0,0,0,0,27,10,0
"Jõgeva maakond","50-64","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","50-64","..läänemurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","50-64","..Mulgi murre",5,3,1,0,0,0,0,0,0,0,0,0,1,0,14,2,0,10,9,0,0,0,1,0,0,0,0,0,0,0,0,18,1,0
"Jõgeva maakond","50-64","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"Jõgeva maakond","50-64","..saarte murre",4,3,1,0,0,0,0,0,0,0,0,0,0,0,13,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0
"Jõgeva maakond","50-64","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Jõgeva maakond","50-64","..Tartu murre",6,6,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,5,3,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0
"Jõgeva maakond","50-64","..Võru murre",55,32,11,0,1,3,2,1,0,1,1,0,3,0,170,31,0,79,57,13,0,0,4,1,0,0,0,0,0,4,0,185,40,0
"Jõgeva maakond","50-64","....Setu murrak",7,2,5,0,0,0,0,0,0,0,0,0,0,0,35,6,0,22,9,10,0,0,1,0,0,0,0,0,0,2,0,36,7,0
"Jõgeva maakond","50-64","..oskab murret, kuid täpne murre teadmata",2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"Jõgeva maakond","50-64","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","50-64","....Lõuna-Eesti murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Jõgeva maakond","50-64","Ei oska murdeid",264,209,17,3,2,4,7,0,1,2,1,0,16,2,1870,207,3,447,374,22,6,4,18,4,1,0,2,0,1,11,4,1906,286,7
"Jõgeva maakond","50-64","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"Jõgeva maakond","65 ja vanemad","Oskab mõnda murret",123,102,13,2,2,1,1,0,0,0,0,0,2,0,170,20,1,330,281,36,2,4,1,4,0,0,0,0,0,2,0,222,41,0
"Jõgeva maakond","65 ja vanemad","..idamurre",31,31,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,80,79,0,0,1,0,0,0,0,0,0,0,0,0,24,8,0
"Jõgeva maakond","65 ja vanemad","..keskmurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jõgeva maakond","65 ja vanemad","..läänemurre",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","65 ja vanemad","..Mulgi murre",5,4,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,22,18,4,0,0,0,0,0,0,0,0,0,0,0,22,1,0
"Jõgeva maakond","65 ja vanemad","..rannikumurre",3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jõgeva maakond","65 ja vanemad","..saarte murre",2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,7,2,0,1,0,0,0,0,0,0,0,1,0,13,3,0
"Jõgeva maakond","65 ja vanemad","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jõgeva maakond","65 ja vanemad","..Tartu murre",12,9,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,21,20,0,0,0,1,0,0,0,0,0,0,0,0,15,1,0
"Jõgeva maakond","65 ja vanemad","..Võru murre",64,49,9,1,2,0,1,0,0,0,0,0,2,0,116,10,1,180,141,30,2,2,0,4,0,0,0,0,0,1,0,143,28,0
"Jõgeva maakond","65 ja vanemad","....Setu murrak",14,6,8,0,0,0,0,0,0,0,0,0,0,0,18,1,0,52,26,25,0,0,0,1,0,0,0,0,0,0,0,28,2,0
"Jõgeva maakond","65 ja vanemad","..oskab murret, kuid täpne murre teadmata",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"Jõgeva maakond","65 ja vanemad","....Põhja-Eesti murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jõgeva maakond","65 ja vanemad","....Lõuna-Eesti murre",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Jõgeva maakond","65 ja vanemad","Ei oska murdeid",484,448,17,5,1,0,0,1,0,1,2,2,6,1,1171,137,4,1384,1294,44,1,11,10,3,1,0,0,3,1,15,1,1680,253,13
"Jõgeva maakond","65 ja vanemad","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66
"Järva maakond","15-29","Oskab mõnda murret",13,6,3,0,0,0,0,1,0,0,0,0,3,0,69,12,0,9,4,2,0,1,1,0,0,0,0,0,0,0,1,51,12,0
"Järva maakond","15-29","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","15-29","..keskmurre",2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","15-29","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","15-29","..Mulgi murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0
"Järva maakond","15-29","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","15-29","..saarte murre",2,0,0,0,0,0,0,0,0,0,0,0,2,0,18,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,10,2,0
"Järva maakond","15-29","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","15-29","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","15-29","..Võru murre",8,4,3,0,0,0,0,0,0,0,0,0,1,0,40,6,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,36,8,0
"Järva maakond","15-29","....Setu murrak",2,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0
"Järva maakond","15-29","..oskab murret, kuid täpne murre teadmata",1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Järva maakond","15-29","....Põhja-Eesti murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","15-29","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","15-29","Ei oska murdeid",114,53,23,1,0,5,5,14,0,1,2,2,6,2,2341,289,8,127,75,19,1,1,7,1,9,0,2,0,1,7,4,1891,269,2
"Järva maakond","15-29","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
"Järva maakond","30-49","Oskab mõnda murret",36,18,7,4,0,1,1,0,0,1,1,0,3,0,146,35,0,61,40,8,1,0,2,0,4,1,0,1,0,3,1,166,33,0
"Järva maakond","30-49","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","30-49","..keskmurre",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Järva maakond","30-49","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Järva maakond","30-49","..Mulgi murre",2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,3,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,14,0,0
"Järva maakond","30-49","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Järva maakond","30-49","..saarte murre",6,3,0,1,0,0,1,0,0,1,0,0,0,0,30,6,0,10,8,1,0,0,0,0,1,0,0,0,0,0,0,25,6,0
"Järva maakond","30-49","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","30-49","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"Järva maakond","30-49","..Võru murre",27,14,6,3,0,1,0,0,0,0,1,0,2,0,96,24,0,41,26,6,0,0,2,0,2,1,0,1,0,2,1,113,23,0
"Järva maakond","30-49","....Setu murrak",6,0,5,1,0,0,0,0,0,0,0,0,0,0,21,7,0,9,5,3,0,0,0,0,1,0,0,0,0,0,0,23,5,0
"Järva maakond","30-49","..oskab murret, kuid täpne murre teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0
"Järva maakond","30-49","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","30-49","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Järva maakond","30-49","Ei oska murdeid",250,144,21,7,6,11,5,19,3,8,4,3,17,2,2679,356,0,360,234,22,5,12,23,2,31,1,3,1,4,10,12,2465,395,5
"Järva maakond","30-49","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"Järva maakond","50-64","Oskab mõnda murret",46,24,8,2,1,1,3,1,1,0,0,0,4,1,186,30,0,81,55,13,1,0,3,0,2,1,0,1,1,3,1,230,42,0
"Järva maakond","50-64","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Järva maakond","50-64","..keskmurre",2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"Järva maakond","50-64","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Järva maakond","50-64","..Mulgi murre",5,2,0,1,0,0,0,1,1,0,0,0,0,0,19,5,0,14,12,0,0,0,0,0,0,0,0,1,0,1,0,27,6,0
"Järva maakond","50-64","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
"Järva maakond","50-64","..saarte murre",6,4,0,0,0,1,1,0,0,0,0,0,0,0,31,5,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,32,4,0
"Järva maakond","50-64","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Järva maakond","50-64","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,4,2,0,0,0,1,0,0,0,0,0,1,0,0,11,2,0
"Järva maakond","50-64","..Võru murre",30,16,8,0,1,0,1,0,0,0,0,0,3,1,116,18,0,52,31,12,1,0,2,0,2,1,0,0,0,2,1,149,24,0
"Järva maakond","50-64","....Setu murrak",12,3,8,0,0,0,0,0,0,0,0,0,1,0,35,9,0,11,2,8,0,0,0,0,1,0,0,0,0,0,0,40,5,0
"Järva maakond","50-64","..oskab murret, kuid täpne murre teadmata",3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"Järva maakond","50-64","....Põhja-Eesti murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Järva maakond","50-64","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Järva maakond","50-64","Ei oska murdeid",207,147,5,7,6,7,6,6,1,2,3,3,11,3,2147,227,5,392,289,27,4,15,12,2,10,0,3,1,8,18,3,2189,335,2
"Järva maakond","50-64","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
"Järva maakond","65 ja vanemad","Oskab mõnda murret",77,57,9,2,1,0,3,1,0,0,0,1,3,0,97,14,1,200,137,34,2,8,4,2,0,0,1,0,1,9,2,183,24,0
"Järva maakond","65 ja vanemad","..idamurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
"Järva maakond","65 ja vanemad","..keskmurre",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Järva maakond","65 ja vanemad","..läänemurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Järva maakond","65 ja vanemad","..Mulgi murre",14,13,1,0,0,0,0,0,0,0,0,0,0,0,13,4,0,26,22,2,2,0,0,0,0,0,0,0,0,0,0,21,2,0
